SEC Spectra Spectrum 2.7.0.29685
--------- Device Information -----------
Spectrum Name : ,Absorbance_0
308.66,     0.05856257
309.12,     0.05452168
309.57,     0.05137291
310.03,     0.04915553
310.48,     0.04766126
310.94,     0.04641914
311.39,      0.0446784
311.84,     0.04234429
312.30,     0.03975402
312.75,     0.03738378
313.21,     0.03597848
313.66,     0.03566391
314.11,     0.03602221
314.57,     0.03682403
315.02,     0.03775324
315.47,     0.03853795
315.93,     0.03920866
316.38,     0.03928302
316.84,     0.03797316
317.29,     0.03530885
317.74,     0.03173835
318.20,     0.02814079
318.65,     0.02592522
319.10,     0.02552094
319.56,      0.0265055
320.01,     0.02862588
320.46,     0.03140519
320.92,     0.03440788
321.37,      0.0375744
321.82,     0.04021892
322.28,     0.04130268
322.73,     0.04069204
323.19,     0.03871689
323.64,     0.03610734
324.09,     0.03416148
324.55,     0.03334733
325.00,     0.03336798
325.45,     0.03413429
325.90,     0.03542084
326.36,     0.03701183
326.81,     0.03896553
327.26,     0.04083348
327.72,     0.04182827
328.17,     0.04183318
328.62,     0.04110626
329.08,     0.04014251
329.53,     0.03980174
329.98,     0.04036282
330.44,     0.04156542
330.89,     0.04337253
331.34,     0.04569402
331.79,     0.04834682
332.25,     0.05130525
332.70,     0.05409211
333.15,     0.05591068
333.61,     0.05660433
334.06,     0.05637848
334.51,     0.05571163
334.96,     0.05549984
335.42,     0.05601294
335.87,     0.05694959
336.32,     0.05819242
336.77,     0.05950031
337.23,     0.06072833
337.68,     0.06206404
338.13,     0.06310666
338.59,     0.06314386
339.04,     0.06214347
339.49,      0.0603199
339.94,     0.05865192
340.40,     0.05881182
340.85,     0.06120189
341.30,     0.06534582
341.75,     0.07013982
342.20,     0.07376035
342.66,     0.07564356
343.11,     0.07622053
343.56,     0.07623553
344.01,     0.07691922
344.47,     0.07863872
344.92,     0.08104355
345.37,     0.08353482
345.82,     0.08521255
346.27,     0.08590262
346.73,      0.0859294
347.18,     0.08605824
347.63,     0.08744578
348.08,     0.09026051
348.53,     0.09404374
348.99,      0.0977999
349.44,     0.09998412
349.89,      0.1002562
350.34,     0.09914675
350.79,     0.09756599
351.25,     0.09696089
351.70,     0.09780251
352.15,     0.09972877
352.60,      0.1022082
353.05,      0.1043943
353.50,      0.1059828
353.96,      0.1071443
354.41,        0.10828
354.86,      0.1099835
355.31,      0.1123409
355.76,      0.1151647
356.21,      0.1177127
356.66,      0.1188517
357.12,      0.1184608
357.57,      0.1169623
358.02,      0.1155588
358.47,      0.1161906
358.92,      0.1192212
359.37,      0.1239355
359.82,      0.1290665
360.28,      0.1326267
360.73,      0.1341296
361.18,      0.1342763
361.63,      0.1337323
362.08,      0.1335886
362.53,      0.1342345
362.98,      0.1352068
363.43,      0.1366194
363.88,      0.1386988
364.34,      0.1413204
364.79,      0.1444771
365.24,      0.1473033
365.69,        0.14835
366.14,      0.1473548
366.59,      0.1446976
367.04,      0.1415973
367.49,      0.1400448
367.94,      0.1405977
368.39,      0.1428573
368.84,       0.145688
369.29,      0.1471738
369.74,      0.1468209
370.20,       0.145122
370.65,      0.1434121
371.10,      0.1438853
371.55,      0.1469706
372.00,      0.1518771
372.45,      0.1568059
372.90,      0.1590614
373.35,      0.1581086
373.80,      0.1548089
374.25,      0.1509579
374.70,      0.1495485
375.15,      0.1513245
375.60,      0.1552362
376.05,      0.1596904
376.50,      0.1622154
376.95,      0.1621772
377.40,      0.1605031
377.85,      0.1580618
378.30,      0.1561592
378.75,      0.1552786
379.20,      0.1549563
379.65,      0.1551329
380.10,      0.1557891
380.55,         0.1568
381.00,      0.1582333
381.45,      0.1597185
381.90,      0.1605177
382.35,      0.1604555
382.80,      0.1597094
383.25,      0.1586432
383.70,       0.157893
384.15,      0.1575896
384.60,      0.1574526
385.05,      0.1573939
385.50,      0.1572637
385.95,      0.1569765
386.40,      0.1566874
386.85,       0.156074
387.30,      0.1546068
387.75,      0.1523346
388.20,      0.1494848
388.65,      0.1468218
389.10,      0.1454541
389.55,      0.1455006
390.00,      0.1465466
390.44,      0.1478036
390.89,      0.1478861
391.34,       0.146458
391.79,      0.1441236
392.24,      0.1414186
392.69,      0.1388733
393.14,      0.1366111
393.59,      0.1344547
394.04,      0.1324322
394.49,      0.1307199
394.94,      0.1293081
395.39,      0.1280809
395.83,      0.1270587
396.28,      0.1259133
396.73,      0.1244341
397.18,      0.1236089
397.63,      0.1227801
398.08,        0.11876
398.53,      0.1126725
398.98,      0.1097496
399.43,      0.1095664
399.87,      0.1072977
400.32,      0.1028073
400.77,     0.09892557
401.22,     0.09665526
401.67,     0.09624682
402.12,     0.09785157
402.57,      0.1012788
403.01,      0.1048776
403.46,      0.1061038
403.91,      0.1044917
404.36,      0.1008173
404.81,     0.09655528
405.26,     0.09404453
405.71,     0.09383713
406.15,     0.09513344
406.60,     0.09714287
407.05,     0.09850527
407.50,     0.09875491
407.95,     0.09847804
408.39,      0.0978172
408.84,     0.09690335
409.29,     0.09588742
409.74,     0.09459612
410.19,     0.09358329
410.64,     0.09389393
411.08,      0.0956444
411.53,     0.09846798
411.98,      0.1012983
412.43,      0.1025731
412.88,       0.102024
413.32,      0.1001299
413.77,     0.09781962
414.22,     0.09658011
414.67,     0.09681911
415.11,     0.09814733
415.56,     0.09991013
416.01,      0.1010073
416.46,      0.1012278
416.90,      0.1010546
417.35,      0.1010804
417.80,      0.1022247
418.25,      0.1046303
418.69,      0.1077707
419.14,      0.1112491
419.59,      0.1141677
420.04,      0.1160929
420.48,      0.1178979
420.93,      0.1191963
421.38,      0.1181642
421.83,       0.115636
422.27,      0.1147352
422.72,       0.115951
423.17,      0.1174008
423.62,      0.1190937
424.06,      0.1224776
424.51,      0.1267057
424.96,      0.1296709
425.40,      0.1310008
425.85,      0.1311187
426.30,       0.130704
426.74,      0.1309464
427.19,      0.1322009
427.64,      0.1341924
428.09,       0.136057
428.53,      0.1364904
428.98,      0.1354498
429.43,      0.1335543
429.87,      0.1320957
430.32,      0.1326851
430.77,      0.1354824
431.21,      0.1400441
431.66,      0.1451678
432.11,      0.1483465
432.55,      0.1486862
433.00,      0.1468876
433.44,      0.1443059
433.89,      0.1434704
434.34,      0.1451056
434.78,      0.1477198
435.23,      0.1506304
435.68,      0.1542663
436.12,      0.1574907
436.57,      0.1577923
437.02,      0.1560563
437.46,      0.1559845
437.91,      0.1578606
438.35,      0.1600247
438.80,      0.1619964
439.25,       0.162356
439.69,      0.1614304
440.14,      0.1631545
440.58,      0.1668812
441.03,      0.1664522
441.48,       0.162893
441.92,      0.1636647
442.37,      0.1683613
442.81,      0.1703689
443.26,      0.1704513
443.71,      0.1710973
444.15,      0.1726469
444.60,      0.1735487
445.04,      0.1737096
445.49,      0.1734972
445.93,      0.1730642
446.38,      0.1727034
446.82,        0.17256
447.27,      0.1726206
447.72,      0.1728261
448.16,      0.1730912
448.61,      0.1734146
449.05,       0.173803
449.50,      0.1745276
449.94,      0.1760134
450.39,      0.1782316
450.83,      0.1809327
451.28,      0.1834921
451.72,      0.1849973
452.17,      0.1852327
452.61,      0.1844013
453.06,      0.1830384
453.50,      0.1821222
453.95,      0.1819486
454.39,      0.1822565
454.84,      0.1826373
455.28,      0.1823563
455.73,      0.1813068
456.17,      0.1799369
456.62,      0.1784997
457.06,       0.177274
457.51,      0.1762679
457.95,      0.1752124
458.40,      0.1744332
458.84,      0.1741872
459.29,      0.1744349
459.73,      0.1760968
460.18,      0.1779861
460.62,      0.1762006
461.07,      0.1718156
461.51,      0.1697299
461.95,      0.1704559
462.40,      0.1709845
462.84,      0.1713952
463.29,      0.1742304
463.73,      0.1780074
464.18,      0.1791666
464.62,      0.1773191
465.06,      0.1731921
465.51,      0.1690737
465.95,      0.1679167
466.40,      0.1695839
466.84,      0.1736113
467.29,      0.1777812
467.73,      0.1748518
468.17,      0.1661433
468.62,       0.163636
469.06,      0.1677916
469.51,      0.1690237
469.95,      0.1671966
470.39,      0.1684525
470.84,        0.17211
471.28,      0.1734558
471.72,      0.1718829
472.17,      0.1688423
472.61,      0.1653659
473.06,       0.162985
473.50,      0.1620726
473.94,      0.1619602
474.39,      0.1620312
474.83,      0.1614741
475.27,      0.1601074
475.72,      0.1583285
476.16,      0.1563613
476.60,      0.1545457
477.05,      0.1530576
477.49,      0.1517122
477.93,      0.1508059
478.38,      0.1508357
478.82,      0.1517076
479.26,      0.1532557
479.71,      0.1548498
480.15,      0.1547741
480.59,      0.1528744
481.04,      0.1510738
481.48,      0.1501168
481.92,      0.1451635
482.36,      0.1461548
482.81,      0.1439982
483.25,      0.1413867
483.69,      0.1409199
484.14,      0.1427786
484.58,      0.1395731
485.02,      0.1407766
485.46,      0.1421393
485.91,      0.1213281
486.35,      0.1212085
486.79,      0.1386401
487.24,      0.1120191
487.68,      0.1154019
488.12,      0.1256569
488.56,      0.1102048
489.01,      0.1129461
489.45,      0.1088145
489.89,      0.1079625
490.33,       0.106435
490.77,      0.1045058
491.22,      0.1027335
491.66,      0.1015283
492.10,      0.1006738
492.54,     0.09963913
492.99,     0.09778262
493.43,     0.09397654
493.87,     0.09078169
494.31,     0.09075072
494.75,     0.09055785
495.20,      0.1002025
495.64,     0.09518103
496.08,     0.08083887
496.52,     0.06270066
496.96,     0.06508922
497.41,     0.06983247
497.85,     0.07248817
498.29,     0.06545699
498.73,      0.0620174
499.17,      0.0629731
499.61,     0.06418218
500.06,     0.06436052
500.50,     0.06381075
500.94,     0.05908117
501.38,      0.0524745
501.82,     0.05265076
502.26,     0.04956561
502.71,     0.04638417
503.15,     0.04337221
503.59,     0.04043014
504.03,     0.04237216
504.47,     0.03974178
504.91,     0.03931836
505.35,     0.03795805
505.79,     0.03746727
506.24,      0.0379908
506.68,     0.03262358
507.12,     0.03212048
507.56,     0.02993226
508.00,     0.02559682
508.44,     0.02430382
508.88,     0.02459813
509.32,     0.02417224
509.76,     0.02263455
510.20,     0.02156194
510.65,     0.02092467
511.09,     0.01960642
511.53,     0.01783571
511.97,     0.01688643
512.41,     0.01685365
512.85,     0.01671241
513.29,     0.01604738
513.73,     0.01678496
514.17,      0.0146561
514.61,      0.0136842
515.05,     0.01193135
515.49,    0.009871492
515.93,     0.00864383
516.37,    0.005315322
516.81,   4.748373E-05
517.25,     0.01175922
517.69,     0.01080404
518.13,     0.01138754
518.57,    0.005950826
519.01,    0.003728777
519.45,    0.004942333
519.89,    0.006205096
520.33,    0.006931128
520.77,    0.005876047
521.21,    0.003476707
521.65,    0.002861419
522.09,    0.004025577
522.53,    0.004127524
522.97,    0.003110115
523.41,     0.00273769
523.85,    0.002920527
524.29,    0.002692111
524.73,    0.002017034
525.17,     0.00113447
525.61,   0.0002947345
526.05,   7.236406E-05
526.49,   0.0008237162
526.93,    0.001434956
527.37,    0.001085932
527.81,    0.001939424
528.25,    0.004537762
528.69,   -0.003529848
529.13,     -0.0017913
529.57,    -0.00152259
530.01,   -0.003744598
530.45,   -0.003426371
530.89,   -0.002626949
531.33,    -0.00229974
531.76,   -0.002998742
532.20,   -0.002294634
532.64,   -0.001447857
533.08,   -0.003570297
533.52,   -0.002137113
533.96,   -0.001530617
534.40,   -0.001736179
534.84,  -0.0009443148
535.28,   0.0002673043
535.72,    0.001797071
536.15,    0.003160326
536.59,    0.003584142
537.03,    0.002898737
537.47,    0.001486124
537.91,  -0.0002453769
538.35,   -0.001372644
538.79,   -0.001683953
539.22,   -0.002367631
539.66,   -0.003516942
540.10,  -0.0002657234
540.54,   -0.000578495
540.98,    0.001564767
541.42,    0.003173731
541.86,    0.003278044
542.29,    0.001931321
542.73,    0.000177226
543.17,   -0.001732406
543.61,   -0.002837502
544.05,   -0.002621573
544.48,   -0.004262153
544.92,    -0.00584394
545.36,     0.00168167
545.80,     0.01490637
546.24,      0.0187987
546.67,     0.01188071
547.11,    0.004463627
547.55,  -0.0003216382
547.99,   -0.007684414
548.43,    -0.01593407
548.86,    -0.01042634
549.30,    0.006044004
549.74,    0.005437906
550.18,    -0.01093654
550.61,    -0.00981725
551.05,    0.007342587
551.49,     0.01092475
551.93,    0.002423887
552.36,  -9.680972E-05
552.80,    0.003803898
553.24,    0.004866469
553.68,   0.0005017504
554.11,   0.0001456627
554.55,    0.006013339
554.99,    -0.01433629
555.43,    -0.02178771
555.86,   -0.004812542
556.30,   -0.005233522
556.74,   -0.002334466
557.17,    -0.01151018
557.61,    -0.01251839
558.05,     -0.0046447
558.49,     0.00165742
558.92,    0.004546396
559.36,    0.005883744
559.80,    0.005182812
560.23,    0.001972499
560.67,   -0.001278757
561.11,   -0.002314544
561.54,   -0.001857775
561.98,    0.006415694
562.42,     0.01913357
562.85,     0.00923217
563.29,    -0.01781966
563.73,    -0.01072923
564.16,   -0.004087218
564.60,    0.001362472
565.04,   -0.006524973
565.47,   -0.003422214
565.91,   -0.003205254
566.35,    0.001490675
566.78,    0.007407482
567.22,   0.0007579275
567.65,    0.001480548
568.09,    0.009386512
568.53,   -0.001327558
568.96,  -0.0008184768
569.40,    0.005670355
569.83,   -0.007547874
570.27,   0.0006562515
570.71,     0.01181235
571.14,   -0.005959375
571.58,    -0.01290473
572.01,    -0.01373664
572.45,    0.006417359
572.89,     0.01443447
573.32,    -0.01246989
573.76,    0.001385188
574.19,   -0.002441937
574.63,    0.003290323
575.06,    -0.01187682
575.50,  -0.0001201701
575.94,    0.001757305
576.37,    0.005483117
576.81,   -0.002257099
577.24,     0.01321592
577.68,   -0.002755094
578.11,    -0.01184451
578.55,   -0.009322581
578.98,    0.008971618
579.42,    0.002558602
579.85,   -0.006818481
580.29,     0.01182561
580.72,    0.007907419
581.16,  -0.0005785831
581.59,    -0.01675118
582.03,   -0.006719152
582.46,     0.00568958
582.90,   -0.004209154
583.33,   -0.005912816
583.77,    0.006635705
584.20,      0.0133723
584.64,   -0.002564613
585.07,    -0.01513661
585.51,   -0.008166783
585.94,   -0.004783527
586.38,    0.004137334
586.81,    0.006707231
587.25,     -0.0125434
587.68,   -0.006617116
588.11,   -0.002389356
588.55,   -0.004239091
588.98,   -0.004393816
589.42,     0.01115248
589.85,    -0.01602701
590.29,   -0.003442933
590.72,    0.001267446
591.15,     0.01398289
591.59,   -0.004650105
592.02,     0.01172069
592.46,    0.003645129
592.89,    -0.01084511
593.32,   -0.005359927
593.76,    -0.01656559
594.19,     0.01235795
594.63,    0.007772329
595.06,    -0.02079452
595.49,    -0.01470641
595.93,    0.008555864
596.36,     0.01437746
596.80,   -0.003507132
597.23,   -0.009685618
597.66,   -0.008308827
598.10,    0.007648529
598.53,    0.007347832
598.96,   -0.007941815
599.40,    0.002927451
599.83,   0.0005687751
600.26,    -0.00599904
600.70,    0.003958075
601.13,    -0.00723458
601.56,    0.005928954
602.00,  -0.0001185359
602.43,  -0.0007458557
602.86,     0.01191389
603.30,  -0.0009512233
603.73,   -0.004335077
604.16,    -0.01397355
604.60,     0.01119402
605.03,    0.002560416
605.46,    0.002584261
605.89,   -0.002034615
606.33,   0.0009326542
606.76,   -0.000117155
607.19,   -0.005673761
607.63,    -0.01220397
608.06,    0.002586487
608.49,   -0.003221566
608.92,    0.002423532
609.36,    0.005771078
609.79,   3.322143E-06
610.22,    -0.01749611
610.65,    0.009887755
611.09,   -0.005206299
611.52,   -0.009149965
611.95,    0.002992983
612.38,   5.288687E-05
612.81,   -0.004346932
613.25,   -0.007698825
613.68,  -0.0007595831
614.11,     0.01309124
614.54,    0.006403052
614.98,   -0.004807373
615.41,   -0.006116356
615.84,  -0.0004346619
616.27,     0.01136999
616.70,    -0.01728096
617.14,    0.002262683
617.57,   1.791567E-05
618.00,   -0.009419682
618.43,    0.004455865
618.86,    0.003410791
619.29,    0.005780722
619.73,    0.004360541
620.16,   -0.006652028
620.59,   -0.009072292
621.02,     0.02023302
621.45,    0.004242702
621.88,   -0.006673431
622.31,    -0.01092698
622.75,    0.003519435
623.18,    -0.01146123
623.61,    0.005697728
624.04,   -0.004342268
624.47,    -0.01768894
624.90,    0.002100871
625.33,    0.005947092
625.76,    0.003511055
626.20,     0.00918814
626.63,   -0.004181552
627.06,    -0.01409797
627.49,   -0.006825088
627.92,    0.005459955
628.35,      0.0172825
628.78,    0.008192514
629.21,    -0.01189863
629.64,     0.01197872
630.07,    0.008016838
630.50,    -0.01489251
630.93,   -0.001672642
631.36,   -0.007289805
631.80,   -0.008007416
632.23,   -0.009846897
632.66,    -0.01132619
633.09,   -0.008011339
633.52,  -0.0002136932
633.95,   -0.003856456
634.38,   3.469011E-05
634.81,    0.004519722
635.24,    0.008724321
635.67,   0.0007114877
636.10,    -0.01429301
636.53,    -0.01330991
636.96,    0.001607941
637.39,    0.007448367
637.82,    0.001423922
638.25,   -0.001764893
638.68,   -0.000749024
639.11,  -0.0001892541
639.54,   8.691219E-05
639.97,    0.001306597
640.40,    0.002508558
640.83,    0.002295519
641.26,   0.0004855042
641.69,   -0.002883186
642.12,   -0.006710709
642.55,   -0.008278506
642.97,   -0.006820894
643.40,    -0.00507551
643.83,    -0.00102298
644.26,   0.0006218913
644.69,   0.0002503124
645.12,   -0.002010723
645.55,    -0.00474187
645.98,   -0.006166901
646.41,   -0.005613999
646.84,  -0.0009396963
647.27,    0.005036701
647.70,    0.002578691
648.13,   -0.005110138
648.55,    -0.00648603
648.98,   -0.001205988
649.41,   0.0006689038
649.84,    0.008034209
650.27,    0.006982245
650.70,    0.001501078
651.13,   -0.008552968
651.56,    -0.01703719
651.98,   -0.004598661
652.41,     0.01647868
652.84,      0.0185194
653.27,    0.000307834
653.70,    -0.02472859
654.13,    -0.01405927
654.55,     0.00987073
654.98,   -0.000782436
655.41,     0.06113246
655.84,   -0.003721347
656.27,    -0.02488245
656.70,   -0.002518513
657.12,     0.01657994
657.55,   -0.001520687
657.98,     0.01763573
658.41,   -0.001997785
658.84,    -0.02422651
659.26,   -0.008841628
659.69,   -0.001128326
660.12,     0.01075152
660.55,     0.01231432
660.97,    0.004952591
661.40,   -0.002497744
661.83,   -0.007221025
662.26,   -0.006342866
662.69,   -0.001455963
663.11,  -0.0005669559
663.54,   -0.003747075
663.97,   -0.004866438
664.40,   -0.003750675
664.82,   -0.003434396
665.25,    -0.00402514
665.68,   -0.004630609
666.10,   -0.005119121
666.53,   -0.005447338
666.96,   -0.005338913
667.39,   -0.004614867
667.81,   -0.003812281
668.24,   -0.003189888
668.67,   -0.003130959
669.09,    -0.00469416
669.52,   -0.005083495
669.95,   -0.002483391
670.37,  -0.0005921119
670.80,    0.008273087
671.23,    0.008390285
671.65,    -0.01206441
672.08,   -0.002619406
672.51,   -0.003697099
672.93,  -0.0001834353
673.36,  -0.0003801455
673.79,   -0.004130758
674.21,   -0.005359161
674.64,   -0.004528828
675.07,   -0.004103108
675.49,   -0.002707322
675.92,   -0.003522962
676.35,   -0.008416371
676.77,   -0.002727243
677.20,      0.0172009
677.62,    -0.01339289
678.05,  -0.0007318667
678.48,     0.01466669
678.90,  -0.0009130354
679.33,   -0.001148933
679.75,    -0.00278289
680.18,   -0.001117678
680.60,    0.002127274
681.03,   0.0007728685
681.46,   -0.003345598
681.88,   -0.001015849
682.31,    0.006226495
682.73,    0.007338556
683.16,    0.002453601
683.58,   -0.003221337
684.01,   -0.008212879
684.43,   -0.004734858
684.86,    0.006354851
685.29,   -0.004096113
685.71,   -0.001899678
686.14,      0.0058867
686.56,   9.942063E-05
686.99,   9.552877E-05
687.41,   -0.002740211
687.84,   -0.001938899
688.26,   -0.005030151
688.69,   -0.004412511
689.11,    0.000365731
689.54,   -0.002362849
689.96,   -0.008344323
690.39,     0.00922525
690.81,    -0.00105142
691.24,    -0.01996857
691.66,   -0.002533033
692.08,    0.008144904
692.51,     0.00450591
692.93,     -0.0012369
693.36,    -0.01168946
693.78,    -0.01081674
694.21,    -0.00189901
694.63,   0.0006918164
695.06,   0.0008625818
695.48,    -0.01355625
695.90,    -0.01115564
696.33,     0.01367784
696.75,   -0.003309541
697.18,    -0.01920366
697.60,  -0.0001609615
698.02,    0.002147748
698.45,    0.001085568
698.87,   -0.004089774
699.30,    -0.01039537
699.72,    -0.01344596
700.14,    -0.01196141
700.57,   -0.006818878
700.99,   -0.001132079
701.41,    0.001628172
701.84,   0.0008238968
702.26,   -0.004779001
702.69,    -0.01253392
703.11,    -0.01218336
703.53,   -0.004501549
703.96,   -0.004946901
704.38,    -0.01265758
704.80,    -0.01021133
705.23,    0.001401227
705.65,    0.007051909
706.07,    0.005753963
706.49,    0.002965093
706.92,  -6.944036E-05
707.34,    0.003298637
707.76,    0.002542204
708.19,    0.002455104
708.61,  -0.0003262496
709.03,   -0.002118323
709.46,   -0.002626576
709.88,   -0.004203989
710.30,   -0.005774545
710.72,   -0.006314261
711.15,   -0.006485793
711.57,   -0.002382332
711.99,    0.004282107
712.41,   -0.001731353
712.84,    -0.01651156
713.26,   -0.007002278
713.68,   -0.000562888
714.10,    0.004219524
714.53,  -0.0004155699
714.95,   -0.006850444
715.37,    -0.01203864
715.79,    -0.00811791
716.21,    0.003357368
716.64,    0.007235306
717.06,    0.002135143
717.48,   -0.003045081
717.90,   -0.008989324
718.32,    -0.01014286
718.75,    0.006135496
719.17,    0.004401125
719.59,   -0.003941054
720.01,   0.0004576658
720.43,   -0.007704176
720.85,   -0.009139512
721.28,   -0.008075365
721.70,   -0.006458171
722.12,   -0.004442095
722.54,   -0.003694672
722.96,   -0.004078406
723.38,   -0.005231644
723.80,   -0.006532606
724.22,   -0.006395483
724.65,   -0.004782553
725.07,   -0.003748407
725.49,    -0.00266899
725.91,   0.0004656733
726.33,    0.004453212
726.75,     0.00841563
727.17,     0.01037483
727.59,    0.003347254
728.01,   -0.009019115
728.43,    -0.01079619
728.85,  -0.0005648679
729.28,    0.005272983
729.70,   0.0002758049
730.12,     0.01193446
730.54,    0.003191516
730.96,    -0.01744696
731.38,   -0.001879411
731.80,    0.002315224
732.22,     0.01267247
732.64,   -0.003228886
733.06,   0.0007714323
