plate_id,time_s,well,signal,row,polymer_id,sample_name,source_file
plate1,276.0,A3,1778,A,GOx,,testdata.csv
plate1,306.0,A3,1852,A,GOx,,testdata.csv
plate1,336.0,A3,1951,A,GOx,,testdata.csv
plate1,366.0,A3,2057,A,GOx,,testdata.csv
plate1,396.0,A3,2158,A,GOx,,testdata.csv
plate1,426.0,A3,2259,A,GOx,,testdata.csv
plate1,456.0,A3,2371,A,GOx,,testdata.csv
plate1,486.0,A3,2484,A,GOx,,testdata.csv
plate1,516.0,A3,2582,A,GOx,,testdata.csv
plate1,546.0,A3,2699,A,GOx,,testdata.csv
plate1,576.0,A3,2793,A,GOx,,testdata.csv
plate1,606.0,A3,2900,A,GOx,,testdata.csv
plate1,6.0,A4,793,A,GOx,,testdata.csv
plate1,36.0,A4,873,A,GOx,,testdata.csv
plate1,66.0,A4,966,A,GOx,,testdata.csv
plate1,96.0,A4,1031,A,GOx,,testdata.csv
plate1,126.0,A4,1083,A,GOx,,testdata.csv
plate1,156.0,A4,1174,A,GOx,,testdata.csv
plate1,186.0,A4,1243,A,GOx,,testdata.csv
plate1,216.0,A4,1326,A,GOx,,testdata.csv
plate1,246.0,A4,1383,A,GOx,,testdata.csv
plate1,276.0,A4,1477,A,GOx,,testdata.csv
plate1,306.0,A4,1552,A,GOx,,testdata.csv
plate1,336.0,A4,1640,A,GOx,,testdata.csv
plate1,366.0,A4,1703,A,GOx,,testdata.csv
plate1,396.0,A4,1780,A,GOx,,testdata.csv
plate1,426.0,A4,1835,A,GOx,,testdata.csv
plate1,456.0,A4,1947,A,GOx,,testdata.csv
plate1,486.0,A4,1980,A,GOx,,testdata.csv
plate1,516.0,A4,2086,A,GOx,,testdata.csv
plate1,546.0,A4,2146,A,GOx,,testdata.csv
plate1,576.0,A4,2216,A,GOx,,testdata.csv
plate1,606.0,A4,2293,A,GOx,,testdata.csv
plate1,6.0,A5,791,A,GOx,,testdata.csv
plate1,36.0,A5,831,A,GOx,,testdata.csv
plate1,66.0,A5,887,A,GOx,,testdata.csv
plate1,96.0,A5,939,A,GOx,,testdata.csv
plate1,126.0,A5,991,A,GOx,,testdata.csv
plate1,156.0,A5,1026,A,GOx,,testdata.csv
plate1,186.0,A5,1064,A,GOx,,testdata.csv
plate1,216.0,A5,1107,A,GOx,,testdata.csv
plate1,246.0,A5,1167,A,GOx,,testdata.csv
plate1,276.0,A5,1221,A,GOx,,testdata.csv
plate1,306.0,A5,1252,A,GOx,,testdata.csv
plate1,336.0,A5,1282,A,GOx,,testdata.csv
plate1,366.0,A5,1330,A,GOx,,testdata.csv
plate1,396.0,A5,1401,A,GOx,,testdata.csv
plate1,426.0,A5,1432,A,GOx,,testdata.csv
plate1,456.0,A5,1457,A,GOx,,testdata.csv
plate1,486.0,A5,1519,A,GOx,,testdata.csv
plate1,516.0,A5,1553,A,GOx,,testdata.csv
plate1,546.0,A5,1603,A,GOx,,testdata.csv
plate1,576.0,A5,1650,A,GOx,,testdata.csv
plate1,606.0,A5,1692,A,GOx,,testdata.csv
plate1,6.0,A6,810,A,GOx,,testdata.csv
plate1,36.0,A6,840,A,GOx,,testdata.csv
plate1,66.0,A6,819,A,GOx,,testdata.csv
plate1,96.0,A6,866,A,GOx,,testdata.csv
plate1,126.0,A6,900,A,GOx,,testdata.csv
plate1,156.0,A6,926,A,GOx,,testdata.csv
plate1,186.0,A6,941,A,GOx,,testdata.csv
plate1,216.0,A6,972,A,GOx,,testdata.csv
plate1,246.0,A6,982,A,GOx,,testdata.csv
plate1,276.0,A6,1008,A,GOx,,testdata.csv
plate1,306.0,A6,1026,A,GOx,,testdata.csv
plate1,336.0,A6,1036,A,GOx,,testdata.csv
plate1,366.0,A6,1061,A,GOx,,testdata.csv
plate1,396.0,A6,1096,A,GOx,,testdata.csv
plate1,426.0,A6,1109,A,GOx,,testdata.csv
plate1,456.0,A6,1150,A,GOx,,testdata.csv
plate1,486.0,A6,1172,A,GOx,,testdata.csv
plate1,516.0,A6,1200,A,GOx,,testdata.csv
plate1,546.0,A6,1204,A,GOx,,testdata.csv
plate1,576.0,A6,1241,A,GOx,,testdata.csv
plate1,606.0,A6,1240,A,GOx,,testdata.csv
plate1,6.0,A7,800,A,GOx,,testdata.csv
plate1,36.0,A7,810,A,GOx,,testdata.csv
plate1,66.0,A7,812,A,GOx,,testdata.csv
plate1,96.0,A7,813,A,GOx,,testdata.csv
plate1,126.0,A7,825,A,GOx,,testdata.csv
plate1,156.0,A7,827,A,GOx,,testdata.csv
plate1,186.0,A7,845,A,GOx,,testdata.csv
plate1,216.0,A7,865,A,GOx,,testdata.csv
plate1,246.0,A7,855,A,GOx,,testdata.csv
plate1,276.0,A7,861,A,GOx,,testdata.csv
plate1,306.0,A7,879,A,GOx,,testdata.csv
plate1,336.0,A7,886,A,GOx,,testdata.csv
plate1,366.0,A7,891,A,GOx,,testdata.csv
plate1,396.0,A7,888,A,GOx,,testdata.csv
plate1,426.0,A7,904,A,GOx,,testdata.csv
plate1,456.0,A7,919,A,GOx,,testdata.csv
plate1,486.0,A7,906,A,GOx,,testdata.csv
plate1,516.0,A7,922,A,GOx,,testdata.csv
plate1,546.0,A7,915,A,GOx,,testdata.csv
plate1,576.0,A7,929,A,GOx,,testdata.csv
plate1,606.0,A7,931,A,GOx,,testdata.csv
plate1,6.0,B1,846,B,PMBTA-1,,testdata.csv
plate1,36.0,B1,928,B,PMBTA-1,,testdata.csv
plate1,66.0,B1,1015,B,PMBTA-1,,testdata.csv
plate1,96.0,B1,1265,B,PMBTA-1,,testdata.csv
plate1,126.0,B1,1263,B,PMBTA-1,,testdata.csv
plate1,156.0,B1,1456,B,PMBTA-1,,testdata.csv
plate1,186.0,B1,1614,B,PMBTA-1,,testdata.csv
plate1,216.0,B1,1711,B,PMBTA-1,,testdata.csv
plate1,246.0,B1,1864,B,PMBTA-1,,testdata.csv
plate1,276.0,B1,2047,B,PMBTA-1,,testdata.csv
plate1,306.0,B1,2155,B,PMBTA-1,,testdata.csv
plate1,336.0,B1,2390,B,PMBTA-1,,testdata.csv
plate1,366.0,B1,2411,B,PMBTA-1,,testdata.csv
plate1,396.0,B1,2552,B,PMBTA-1,,testdata.csv
plate1,426.0,B1,2748,B,PMBTA-1,,testdata.csv
plate1,456.0,B1,2876,B,PMBTA-1,,testdata.csv
plate1,486.0,B1,3027,B,PMBTA-1,,testdata.csv
plate1,516.0,B1,3081,B,PMBTA-1,,testdata.csv
plate1,546.0,B1,3262,B,PMBTA-1,,testdata.csv
plate1,576.0,B1,3312,B,PMBTA-1,,testdata.csv
plate1,606.0,B1,3485,B,PMBTA-1,,testdata.csv
plate1,6.0,B2,805,B,PMBTA-1,,testdata.csv
plate1,36.0,B2,833,B,PMBTA-1,,testdata.csv
plate1,66.0,B2,1095,B,PMBTA-1,,testdata.csv
plate1,96.0,B2,1148,B,PMBTA-1,,testdata.csv
plate1,126.0,B2,1200,B,PMBTA-1,,testdata.csv
plate1,156.0,B2,1431,B,PMBTA-1,,testdata.csv
plate1,186.0,B2,1537,B,PMBTA-1,,testdata.csv
plate1,216.0,B2,1530,B,PMBTA-1,,testdata.csv
plate1,246.0,B2,1773,B,PMBTA-1,,testdata.csv
plate1,276.0,B2,1802,B,PMBTA-1,,testdata.csv
plate1,306.0,B2,1898,B,PMBTA-1,,testdata.csv
plate1,336.0,B2,2098,B,PMBTA-1,,testdata.csv
plate1,366.0,B2,2140,B,PMBTA-1,,testdata.csv
plate1,396.0,B2,2218,B,PMBTA-1,,testdata.csv
plate1,426.0,B2,2376,B,PMBTA-1,,testdata.csv
plate1,456.0,B2,2499,B,PMBTA-1,,testdata.csv
plate1,486.0,B2,2633,B,PMBTA-1,,testdata.csv
plate1,516.0,B2,2710,B,PMBTA-1,,testdata.csv
plate1,546.0,B2,2875,B,PMBTA-1,,testdata.csv
plate1,576.0,B2,2995,B,PMBTA-1,,testdata.csv
plate1,606.0,B2,3092,B,PMBTA-1,,testdata.csv
plate1,6.0,B3,748,B,PMBTA-1,,testdata.csv
plate1,36.0,B3,888,B,PMBTA-1,,testdata.csv
plate1,66.0,B3,917,B,PMBTA-1,,testdata.csv
plate1,96.0,B3,1063,B,PMBTA-1,,testdata.csv
plate1,126.0,B3,1175,B,PMBTA-1,,testdata.csv
plate1,156.0,B3,1346,B,PMBTA-1,,testdata.csv
plate1,186.0,B3,1441,B,PMBTA-1,,testdata.csv
plate1,216.0,B3,1489,B,PMBTA-1,,testdata.csv
plate1,246.0,B3,1583,B,PMBTA-1,,testdata.csv
plate1,276.0,B3,1665,B,PMBTA-1,,testdata.csv
plate1,306.0,B3,1766,B,PMBTA-1,,testdata.csv
plate1,336.0,B3,1825,B,PMBTA-1,,testdata.csv
plate1,366.0,B3,1877,B,PMBTA-1,,testdata.csv
plate1,396.0,B3,2114,B,PMBTA-1,,testdata.csv
plate1,426.0,B3,2137,B,PMBTA-1,,testdata.csv
plate1,456.0,B3,2110,B,PMBTA-1,,testdata.csv
plate1,486.0,B3,2283,B,PMBTA-1,,testdata.csv
plate1,516.0,B3,2428,B,PMBTA-1,,testdata.csv
plate1,546.0,B3,2465,B,PMBTA-1,,testdata.csv
plate1,576.0,B3,2538,B,PMBTA-1,,testdata.csv
plate1,606.0,B3,2604,B,PMBTA-1,,testdata.csv
plate1,6.0,B4,800,B,PMBTA-1,,testdata.csv
plate1,36.0,B4,864,B,PMBTA-1,,testdata.csv
plate1,66.0,B4,947,B,PMBTA-1,,testdata.csv
plate1,96.0,B4,1004,B,PMBTA-1,,testdata.csv
plate1,126.0,B4,1129,B,PMBTA-1,,testdata.csv
plate1,156.0,B4,1207,B,PMBTA-1,,testdata.csv
plate1,186.0,B4,1205,B,PMBTA-1,,testdata.csv
plate1,216.0,B4,1258,B,PMBTA-1,,testdata.csv
plate1,246.0,B4,1362,B,PMBTA-1,,testdata.csv
plate1,276.0,B4,1354,B,PMBTA-1,,testdata.csv
plate1,306.0,B4,1488,B,PMBTA-1,,testdata.csv
plate1,336.0,B4,1492,B,PMBTA-1,,testdata.csv
plate1,366.0,B4,1635,B,PMBTA-1,,testdata.csv
plate1,396.0,B4,1660,B,PMBTA-1,,testdata.csv
plate1,426.0,B4,1769,B,PMBTA-1,,testdata.csv
plate1,456.0,B4,1788,B,PMBTA-1,,testdata.csv
plate1,486.0,B4,1876,B,PMBTA-1,,testdata.csv
plate1,516.0,B4,2013,B,PMBTA-1,,testdata.csv
plate1,546.0,B4,2032,B,PMBTA-1,,testdata.csv
plate1,576.0,B4,2078,B,PMBTA-1,,testdata.csv
plate1,606.0,B4,2147,B,PMBTA-1,,testdata.csv
plate1,6.0,B5,764,B,PMBTA-1,,testdata.csv
plate1,36.0,B5,831,B,PMBTA-1,,testdata.csv
plate1,66.0,B5,852,B,PMBTA-1,,testdata.csv
plate1,96.0,B5,913,B,PMBTA-1,,testdata.csv
plate1,126.0,B5,1013,B,PMBTA-1,,testdata.csv
plate1,156.0,B5,971,B,PMBTA-1,,testdata.csv
plate1,186.0,B5,1016,B,PMBTA-1,,testdata.csv
plate1,216.0,B5,1181,B,PMBTA-1,,testdata.csv
plate1,246.0,B5,1023,B,PMBTA-1,,testdata.csv
plate1,276.0,B5,1132,B,PMBTA-1,,testdata.csv
plate1,306.0,B5,1246,B,PMBTA-1,,testdata.csv
plate1,336.0,B5,1219,B,PMBTA-1,,testdata.csv
plate1,366.0,B5,1261,B,PMBTA-1,,testdata.csv
plate1,396.0,B5,1238,B,PMBTA-1,,testdata.csv
plate1,426.0,B5,1271,B,PMBTA-1,,testdata.csv
plate1,456.0,B5,1464,B,PMBTA-1,,testdata.csv
plate1,486.0,B5,1530,B,PMBTA-1,,testdata.csv
plate1,516.0,B5,1503,B,PMBTA-1,,testdata.csv
plate1,546.0,B5,1492,B,PMBTA-1,,testdata.csv
plate1,576.0,B5,1492,B,PMBTA-1,,testdata.csv
plate1,606.0,B5,1600,B,PMBTA-1,,testdata.csv
plate1,6.0,B6,858,B,PMBTA-1,,testdata.csv
plate1,36.0,B6,720,B,PMBTA-1,,testdata.csv
plate1,66.0,B6,884,B,PMBTA-1,,testdata.csv
plate1,96.0,B6,950,B,PMBTA-1,,testdata.csv
plate1,126.0,B6,913,B,PMBTA-1,,testdata.csv
plate1,156.0,B6,974,B,PMBTA-1,,testdata.csv
plate1,186.0,B6,899,B,PMBTA-1,,testdata.csv
plate1,216.0,B6,851,B,PMBTA-1,,testdata.csv
plate1,246.0,B6,943,B,PMBTA-1,,testdata.csv
plate1,276.0,B6,1053,B,PMBTA-1,,testdata.csv
plate1,306.0,B6,1072,B,PMBTA-1,,testdata.csv
plate1,336.0,B6,1006,B,PMBTA-1,,testdata.csv
plate1,366.0,B6,964,B,PMBTA-1,,testdata.csv
plate1,396.0,B6,1122,B,PMBTA-1,,testdata.csv
plate1,426.0,B6,1047,B,PMBTA-1,,testdata.csv
plate1,456.0,B6,1114,B,PMBTA-1,,testdata.csv
plate1,486.0,B6,1104,B,PMBTA-1,,testdata.csv
plate1,516.0,B6,1149,B,PMBTA-1,,testdata.csv
plate1,546.0,B6,1197,B,PMBTA-1,,testdata.csv
plate1,576.0,B6,1156,B,PMBTA-1,,testdata.csv
plate1,606.0,B6,1198,B,PMBTA-1,,testdata.csv
plate1,6.0,B7,746,B,PMBTA-1,,testdata.csv
plate1,36.0,B7,743,B,PMBTA-1,,testdata.csv
plate1,66.0,B7,819,B,PMBTA-1,,testdata.csv
plate1,96.0,B7,860,B,PMBTA-1,,testdata.csv
plate1,126.0,B7,853,B,PMBTA-1,,testdata.csv
plate1,156.0,B7,846,B,PMBTA-1,,testdata.csv
plate1,186.0,B7,775,B,PMBTA-1,,testdata.csv
plate1,216.0,B7,915,B,PMBTA-1,,testdata.csv
plate1,246.0,B7,755,B,PMBTA-1,,testdata.csv
plate1,276.0,B7,825,B,PMBTA-1,,testdata.csv
plate1,306.0,B7,837,B,PMBTA-1,,testdata.csv
plate1,336.0,B7,973,B,PMBTA-1,,testdata.csv
plate1,366.0,B7,910,B,PMBTA-1,,testdata.csv
plate1,396.0,B7,910,B,PMBTA-1,,testdata.csv
plate1,426.0,B7,990,B,PMBTA-1,,testdata.csv
plate1,456.0,B7,974,B,PMBTA-1,,testdata.csv
plate1,486.0,B7,942,B,PMBTA-1,,testdata.csv
plate1,516.0,B7,872,B,PMBTA-1,,testdata.csv
plate1,546.0,B7,951,B,PMBTA-1,,testdata.csv
plate1,576.0,B7,842,B,PMBTA-1,,testdata.csv
plate1,606.0,B7,930,B,PMBTA-1,,testdata.csv
plate1,6.0,C1,802,C,PMBTA-2,,testdata.csv
plate1,36.0,C1,937,C,PMBTA-2,,testdata.csv
plate1,66.0,C1,1117,C,PMBTA-2,,testdata.csv
plate1,96.0,C1,1238,C,PMBTA-2,,testdata.csv
plate1,126.0,C1,1407,C,PMBTA-2,,testdata.csv
plate1,156.0,C1,1537,C,PMBTA-2,,testdata.csv
plate1,186.0,C1,2184,C,PMBTA-2,,testdata.csv
plate1,216.0,C1,1843,C,PMBTA-2,,testdata.csv
plate1,246.0,C1,1991,C,PMBTA-2,,testdata.csv
plate1,276.0,C1,2140,C,PMBTA-2,,testdata.csv
plate1,306.0,C1,2322,C,PMBTA-2,,testdata.csv
plate1,336.0,C1,2457,C,PMBTA-2,,testdata.csv
plate1,366.0,C1,2615,C,PMBTA-2,,testdata.csv
plate1,396.0,C1,2750,C,PMBTA-2,,testdata.csv
plate1,426.0,C1,2903,C,PMBTA-2,,testdata.csv
plate1,456.0,C1,3061,C,PMBTA-2,,testdata.csv
plate1,486.0,C1,3190,C,PMBTA-2,,testdata.csv
plate1,516.0,C1,3334,C,PMBTA-2,,testdata.csv
plate1,546.0,C1,3509,C,PMBTA-2,,testdata.csv
plate1,576.0,C1,3641,C,PMBTA-2,,testdata.csv
plate1,606.0,C1,3796,C,PMBTA-2,,testdata.csv
plate1,6.0,C2,801,C,PMBTA-2,,testdata.csv
plate1,36.0,C2,914,C,PMBTA-2,,testdata.csv
plate1,66.0,C2,1056,C,PMBTA-2,,testdata.csv
plate1,96.0,C2,1179,C,PMBTA-2,,testdata.csv
plate1,126.0,C2,1320,C,PMBTA-2,,testdata.csv
plate1,156.0,C2,1444,C,PMBTA-2,,testdata.csv
plate1,186.0,C2,1572,C,PMBTA-2,,testdata.csv
plate1,216.0,C2,1695,C,PMBTA-2,,testdata.csv
plate1,246.0,C2,1818,C,PMBTA-2,,testdata.csv
plate1,276.0,C2,1934,C,PMBTA-2,,testdata.csv
plate1,306.0,C2,2066,C,PMBTA-2,,testdata.csv
plate1,336.0,C2,2199,C,PMBTA-2,,testdata.csv
plate1,366.0,C2,2349,C,PMBTA-2,,testdata.csv
plate1,396.0,C2,2460,C,PMBTA-2,,testdata.csv
plate1,426.0,C2,2578,C,PMBTA-2,,testdata.csv
plate1,456.0,C2,3232,C,PMBTA-2,,testdata.csv
plate1,486.0,C2,2849,C,PMBTA-2,,testdata.csv
plate1,516.0,C2,2975,C,PMBTA-2,,testdata.csv
plate1,546.0,C2,3094,C,PMBTA-2,,testdata.csv
plate1,576.0,C2,3216,C,PMBTA-2,,testdata.csv
plate1,606.0,C2,3356,C,PMBTA-2,,testdata.csv
plate1,6.0,C3,796,C,PMBTA-2,,testdata.csv
plate1,36.0,C3,903,C,PMBTA-2,,testdata.csv
plate1,66.0,C3,1015,C,PMBTA-2,,testdata.csv
plate1,96.0,C3,1133,C,PMBTA-2,,testdata.csv
plate1,126.0,C3,1233,C,PMBTA-2,,testdata.csv
plate1,156.0,C3,1826,C,PMBTA-2,,testdata.csv
plate1,186.0,C3,1445,C,PMBTA-2,,testdata.csv
plate1,216.0,C3,1540,C,PMBTA-2,,testdata.csv
plate1,246.0,C3,1641,C,PMBTA-2,,testdata.csv
plate1,276.0,C3,1734,C,PMBTA-2,,testdata.csv
plate1,306.0,C3,1846,C,PMBTA-2,,testdata.csv
plate1,336.0,C3,1955,C,PMBTA-2,,testdata.csv
plate1,366.0,C3,2068,C,PMBTA-2,,testdata.csv
plate1,396.0,C3,2156,C,PMBTA-2,,testdata.csv
plate1,426.0,C3,2269,C,PMBTA-2,,testdata.csv
plate1,456.0,C3,2372,C,PMBTA-2,,testdata.csv
plate1,486.0,C3,2481,C,PMBTA-2,,testdata.csv
plate1,516.0,C3,2575,C,PMBTA-2,,testdata.csv
plate1,546.0,C3,2681,C,PMBTA-2,,testdata.csv
plate1,576.0,C3,2790,C,PMBTA-2,,testdata.csv
plate1,606.0,C3,2916,C,PMBTA-2,,testdata.csv
plate1,6.0,C4,802,C,PMBTA-2,,testdata.csv
plate1,36.0,C4,882,C,PMBTA-2,,testdata.csv
plate1,66.0,C4,955,C,PMBTA-2,,testdata.csv
plate1,96.0,C4,1028,C,PMBTA-2,,testdata.csv
plate1,126.0,C4,1094,C,PMBTA-2,,testdata.csv
plate1,156.0,C4,1163,C,PMBTA-2,,testdata.csv
plate1,186.0,C4,1265,C,PMBTA-2,,testdata.csv
plate1,216.0,C4,1326,C,PMBTA-2,,testdata.csv
plate1,246.0,C4,1402,C,PMBTA-2,,testdata.csv
plate1,276.0,C4,1468,C,PMBTA-2,,testdata.csv
plate1,306.0,C4,1571,C,PMBTA-2,,testdata.csv
plate1,336.0,C4,2136,C,PMBTA-2,,testdata.csv
plate1,366.0,C4,1700,C,PMBTA-2,,testdata.csv
plate1,396.0,C4,1769,C,PMBTA-2,,testdata.csv
plate1,426.0,C4,1871,C,PMBTA-2,,testdata.csv
plate1,456.0,C4,1916,C,PMBTA-2,,testdata.csv
plate1,486.0,C4,1996,C,PMBTA-2,,testdata.csv
plate1,516.0,C4,2089,C,PMBTA-2,,testdata.csv
plate1,546.0,C4,2154,C,PMBTA-2,,testdata.csv
plate1,576.0,C4,2229,C,PMBTA-2,,testdata.csv
plate1,606.0,C4,2307,C,PMBTA-2,,testdata.csv
plate1,6.0,C5,811,C,PMBTA-2,,testdata.csv
plate1,36.0,C5,851,C,PMBTA-2,,testdata.csv
plate1,66.0,C5,896,C,PMBTA-2,,testdata.csv
plate1,96.0,C5,936,C,PMBTA-2,,testdata.csv
plate1,126.0,C5,979,C,PMBTA-2,,testdata.csv
plate1,156.0,C5,1033,C,PMBTA-2,,testdata.csv
plate1,186.0,C5,1068,C,PMBTA-2,,testdata.csv
plate1,216.0,C5,1620,C,PMBTA-2,,testdata.csv
plate1,246.0,C5,1160,C,PMBTA-2,,testdata.csv
plate1,276.0,C5,1198,C,PMBTA-2,,testdata.csv
plate1,306.0,C5,1269,C,PMBTA-2,,testdata.csv
plate1,336.0,C5,1276,C,PMBTA-2,,testdata.csv
plate1,366.0,C5,1353,C,PMBTA-2,,testdata.csv
plate1,396.0,C5,1376,C,PMBTA-2,,testdata.csv
plate1,426.0,C5,1426,C,PMBTA-2,,testdata.csv
plate1,456.0,C5,1470,C,PMBTA-2,,testdata.csv
plate1,486.0,C5,1529,C,PMBTA-2,,testdata.csv
plate1,516.0,C5,1553,C,PMBTA-2,,testdata.csv
plate1,546.0,C5,1618,C,PMBTA-2,,testdata.csv
plate1,576.0,C5,1658,C,PMBTA-2,,testdata.csv
plate1,606.0,C5,1701,C,PMBTA-2,,testdata.csv
plate1,6.0,C6,807,C,PMBTA-2,,testdata.csv
plate1,36.0,C6,813,C,PMBTA-2,,testdata.csv
plate1,66.0,C6,828,C,PMBTA-2,,testdata.csv
plate1,96.0,C6,878,C,PMBTA-2,,testdata.csv
plate1,126.0,C6,884,C,PMBTA-2,,testdata.csv
plate1,156.0,C6,928,C,PMBTA-2,,testdata.csv
plate1,186.0,C6,1450,C,PMBTA-2,,testdata.csv
plate1,216.0,C6,952,C,PMBTA-2,,testdata.csv
plate1,246.0,C6,990,C,PMBTA-2,,testdata.csv
plate1,276.0,C6,998,C,PMBTA-2,,testdata.csv
plate1,306.0,C6,1036,C,PMBTA-2,,testdata.csv
plate1,336.0,C6,1044,C,PMBTA-2,,testdata.csv
plate1,366.0,C6,1067,C,PMBTA-2,,testdata.csv
plate1,396.0,C6,1091,C,PMBTA-2,,testdata.csv
plate1,426.0,C6,1110,C,PMBTA-2,,testdata.csv
plate1,456.0,C6,1158,C,PMBTA-2,,testdata.csv
plate1,486.0,C6,1165,C,PMBTA-2,,testdata.csv
plate1,516.0,C6,1185,C,PMBTA-2,,testdata.csv
plate1,546.0,C6,1203,C,PMBTA-2,,testdata.csv
plate1,576.0,C6,1220,C,PMBTA-2,,testdata.csv
plate1,606.0,C6,1248,C,PMBTA-2,,testdata.csv
plate1,6.0,C7,801,C,PMBTA-2,,testdata.csv
plate1,36.0,C7,819,C,PMBTA-2,,testdata.csv
plate1,66.0,C7,804,C,PMBTA-2,,testdata.csv
plate1,96.0,C7,825,C,PMBTA-2,,testdata.csv
plate1,126.0,C7,835,C,PMBTA-2,,testdata.csv
plate1,156.0,C7,827,C,PMBTA-2,,testdata.csv
plate1,186.0,C7,1356,C,PMBTA-2,,testdata.csv
plate1,216.0,C7,858,C,PMBTA-2,,testdata.csv
plate1,246.0,C7,852,C,PMBTA-2,,testdata.csv
plate1,276.0,C7,856,C,PMBTA-2,,testdata.csv
plate1,306.0,C7,880,C,PMBTA-2,,testdata.csv
plate1,336.0,C7,877,C,PMBTA-2,,testdata.csv
plate1,366.0,C7,883,C,PMBTA-2,,testdata.csv
plate1,396.0,C7,897,C,PMBTA-2,,testdata.csv
plate1,426.0,C7,917,C,PMBTA-2,,testdata.csv
plate1,456.0,C7,917,C,PMBTA-2,,testdata.csv
plate1,486.0,C7,920,C,PMBTA-2,,testdata.csv
plate1,516.0,C7,925,C,PMBTA-2,,testdata.csv
plate1,546.0,C7,939,C,PMBTA-2,,testdata.csv
plate1,576.0,C7,943,C,PMBTA-2,,testdata.csv
plate1,606.0,C7,969,C,PMBTA-2,,testdata.csv
plate1,6.0,D1,805,D,PMBTA-3,,testdata.csv
plate1,36.0,D1,1224,D,PMBTA-3,,testdata.csv
plate1,66.0,D1,1627,D,PMBTA-3,,testdata.csv
plate1,96.0,D1,1963,D,PMBTA-3,,testdata.csv
plate1,126.0,D1,2209,D,PMBTA-3,,testdata.csv
plate1,156.0,D1,2443,D,PMBTA-3,,testdata.csv
plate1,186.0,D1,2629,D,PMBTA-3,,testdata.csv
plate1,216.0,D1,2813,D,PMBTA-3,,testdata.csv
plate1,246.0,D1,2970,D,PMBTA-3,,testdata.csv
plate1,276.0,D1,3088,D,PMBTA-3,,testdata.csv
plate1,306.0,D1,3188,D,PMBTA-3,,testdata.csv
plate1,336.0,D1,3283,D,PMBTA-3,,testdata.csv
plate1,366.0,D1,3358,D,PMBTA-3,,testdata.csv
plate1,396.0,D1,3422,D,PMBTA-3,,testdata.csv
plate1,426.0,D1,3458,D,PMBTA-3,,testdata.csv
plate1,456.0,D1,3544,D,PMBTA-3,,testdata.csv
plate1,486.0,D1,3556,D,PMBTA-3,,testdata.csv
