plate_id,well,row,col,heat_min,polymer_id,sample_name,source_file,status,abs_activity,slope,intercept,r2,n,t_start,t_end,select_method,select_method_used,exclude_reason,dy,mono_frac,down_steps,pos_steps,pos_steps_eps,pos_eps,rmse,snr,start_idx_used,skip_indices,skip_count,baseline_abs_activity,REA_percent
plate1,C6,C,6,40.0,PMBTA-2,,3platedata (2).csv,ok,134.62142857142857,134.62142857142857,2335.914285714292,0.9924788990086403,7,6.0,186.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,24274.0,1.0,0,5,5,912.354975,703.1460062621763,34.521990857968575,0,,0,4.036190476190455,3335.358659745181
plate1,C7,C,7,60.0,PMBTA-2,,3platedata (2).csv,ok,20.450086580086584,20.450086580086584,1284.987792207796,0.9979635842764123,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,2805.5,1.0,0,5,5,97.85159999999999,93.43727205737439,30.025491307979067,0,,0,4.036190476190455,506.66802522631025
plate1,D1,D,1,0.0,PMBTA-3,,3platedata (2).csv,ok,275.70761904761895,275.70761904761895,14249.182857142872,0.8536008150327156,6,6.0,156.0,initial_positive,initial_positive,,32581.0,1.0,0,5,5,313.56989999999996,5849.992921444639,5.569408448438637,0,,0,275.70761904761895,100.0
plate1,D2,D,2,5.0,PMBTA-3,,3platedata (2).csv,ok,265.07142857142844,265.07142857142844,10838.714285714292,0.9011953794320636,6,6.0,156.0,initial_positive,initial_positive,,31479.0,1.0,0,5,5,374.72715,4496.832610161238,7.000260567597886,0,,0,275.70761904761895,96.14222105543138
plate1,D3,D,3,10.0,PMBTA-3,,3platedata (2).csv,ok,107.24000000000001,107.24000000000001,26276.159999999996,0.9200230897219955,6,66.0,216.0,initial_positive,initial_positive,,12758.0,1.0,0,5,5,338.0328,1619.9604316155394,7.875501000525556,0,,0,275.70761904761895,38.896277284770285
plate1,D4,D,4,15.0,PMBTA-3,,3platedata (2).csv,ok,308.5999999999999,308.5999999999999,3308.899999999999,0.9844392296499815,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,27836.0,1.0,0,5,5,731.107125,1301.3474747353225,21.39013640892604,0,,0,275.70761904761895,111.9301675688186
plate1,D5,D,5,20.0,PMBTA-3,,3platedata (2).csv,ok,279.8966666666666,279.8966666666666,2442.519999999995,0.9899119111949851,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,25164.0,1.0,0,5,5,1042.453125,947.7202514455422,26.552139158805286,0,,0,275.70761904761895,101.51938043406923
plate1,D6,D,6,40.0,PMBTA-3,,3platedata (2).csv,ok,127.87619047619052,127.87619047619052,2542.0285714285787,0.9896470958280075,7,6.0,186.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,23147.0,1.0,0,5,5,1006.31475,784.7509679080704,29.495981459829846,0,,0,275.70761904761895,46.381086934744566
plate1,D7,D,7,60.0,PMBTA-3,,3platedata (2).csv,ok,24.567272727272734,24.567272727272734,1047.232727272727,0.998247237488519,11,6.0,306.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,7182.0,1.0,0,5,5,85.06417499999999,97.66089077402921,73.54018525816912,0,,0,275.70761904761895,8.910625252989323
plate1,E1,E,1,0.0,PMBTA-4,,3platedata (2).csv,ok,14.12380952380952,14.12380952380952,46053.40000000001,0.8953803873218409,6,156.0,306.0,initial_positive,initial_positive,,1648.0,1.0,0,5,3,328.02524999999997,247.3541898535296,6.662510956357174,0,,0,14.12380952380952,100.0
plate1,E2,E,2,5.0,PMBTA-4,,3platedata (2).csv,ok,31.844761904761885,31.844761904761885,44494.03619047619,0.8841012339075806,6,126.0,276.0,initial_positive,initial_positive,,3744.5,1.0,0,5,3,391.96237499999995,590.7327760488755,6.338737499965948,0,,0,14.12380952380952,225.4686446392447
plate1,E3,E,3,10.0,PMBTA-4,,3platedata (2).csv,ok,15.589523809523696,15.589523809523696,43875.300952381,0.9498280721733589,6,186.0,336.0,initial_positive,initial_positive,,1883.5,1.0,0,5,3,349.70827499999996,183.57155950832083,10.260303965629358,0,,0,14.12380952380952,110.37761294672883
plate1,E4,E,4,15.0,PMBTA-4,,3platedata (2).csv,ok,337.09333333333325,337.09333333333325,3935.739999999998,0.9796345923695726,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,30443.0,1.0,0,5,5,659.942325,1630.2001257514364,18.67439433914125,0,,0,14.12380952380952,2386.7026298044507
plate1,E5,E,5,20.0,PMBTA-4,,3platedata (2).csv,ok,275.7366666666666,275.7366666666666,2781.6799999999953,0.9900990649716653,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,24846.0,1.0,0,5,5,986.2996499999999,924.8462980409231,26.865004544680108,0,,0,14.12380952380952,1952.2825354012139
plate1,E6,E,6,40.0,PMBTA-4,,3platedata (2).csv,ok,140.6295238095238,140.6295238095238,2206.8419047619113,0.9914950108033708,6,6.0,156.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,21120.0,1.0,0,5,5,948.49335,667.3179033466614,31.64908343396933,0,,0,14.12380952380952,995.691166554282
plate1,E7,E,7,60.0,PMBTA-4,,3platedata (2).csv,ok,21.16727272727273,21.16727272727273,1035.814545454545,0.9974907645409546,11,6.0,306.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,6385.0,1.0,0,5,5,88.400025,100.71691774801864,63.395506363433626,0,,0,14.12380952380952,149.86942928952377
plate1,F1,F,1,0.0,PMBTA-5,,3platedata (2).csv,ok,9.946666666666646,9.946666666666646,48220.98666666667,0.8919641957632054,6,156.0,306.0,initial_positive,initial_positive,,1152.5,1.0,0,5,2,280.767375,177.35864481013903,6.49813264661407,0,,0,9.946666666666646,100.0
plate1,F2,F,2,5.0,PMBTA-5,,3platedata (2).csv,ok,22.546666666666642,22.546666666666642,42686.053333333344,0.922310439904124,6,156.0,306.0,initial_positive,initial_positive,,2701.5,1.0,0,5,4,411.42150000000004,335.266196062506,8.05777627368174,0,,0,9.946666666666646,226.6756032171584
plate1,F3,F,3,10.0,PMBTA-5,,3platedata (2).csv,ok,264.10285714285703,264.10285714285703,9302.668571428585,0.9220062536570777,6,6.0,156.0,initial_positive,initial_positive,,31448.0,1.0,0,5,5,478.1384999999999,3935.5071966949936,7.990837883973319,0,,0,9.946666666666646,2655.1895825354313
plate1,F4,F,4,15.0,PMBTA-5,,3platedata (2).csv,ok,298.68999999999994,298.68999999999994,3378.5599999999977,0.983068705515954,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,26849.0,1.0,0,5,5,731.107125,1314.7709211113543,20.421047932293,0,,0,9.946666666666646,3002.9155495978607
plate1,F5,F,5,20.0,PMBTA-5,,3platedata (2).csv,ok,243.3833333333333,243.3833333333333,2033.1999999999987,0.9921964975885167,4,6.0,96.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,21920.0,1.0,0,5,5,1121.4015749999999,723.9574400474096,30.278022971301326,0,,0,9.946666666666646,2446.8833780160903
plate1,F6,F,6,40.0,PMBTA-5,,3platedata (2).csv,ok,131.96428571428572,131.96428571428572,2251.142857142863,0.9904082753580415,7,6.0,186.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,23876.0,1.0,0,5,5,990.74745,779.1998905208828,30.641688083450884,0,,0,9.946666666666646,1326.7186901570308
plate1,F7,F,7,60.0,PMBTA-5,,3platedata (2).csv,ok,22.00545454545455,22.00545454545455,1055.3309090909077,0.9972182031969498,11,6.0,306.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,6557.0,1.0,0,5,5,138.437775,110.26030807679646,59.46836277142434,0,,0,9.946666666666646,221.23446258835048
plate1,G1,G,1,0.0,PMPC,,3platedata (2).csv,ok,251.0723809523808,251.0723809523808,14664.803809523828,0.8289404596452297,6,6.0,156.0,initial_positive,initial_positive,,29538.0,1.0,0,5,5,221.27805,5843.5340166011365,5.054817840725197,0,,0,251.0723809523808,100.0
plate1,G2,G,2,5.0,PMPC,,3platedata (2).csv,ok,155.44095238095244,155.44095238095244,23612.554285714265,0.88328541056728,6,36.0,186.0,initial_positive,initial_positive,,18423.5,1.0,0,5,5,232.39754999999997,2894.957198466392,6.363997370931726,0,,0,251.0723809523808,61.910813045754274
plate1,G3,G,3,10.0,PMPC,,3platedata (2).csv,ok,263.02761904761894,263.02761904761894,10218.929523809538,0.9068071728308347,6,6.0,156.0,initial_positive,initial_positive,,31240.0,1.0,0,5,5,421.985025,4320.159465016841,7.231214554224381,0,,0,251.0723809523808,104.76166994150806
plate1,G4,G,4,15.0,PMPC,,3platedata (2).csv,ok,308.5833333333333,308.5833333333333,3709.999999999994,0.9802412825310279,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,27866.0,1.0,0,5,5,563.202675,1469.472992266275,18.96326107839792,0,,0,251.0723809523808,122.90612458558724
plate1,G5,G,5,20.0,PMPC,,3platedata (2).csv,ok,267.15,267.15,2550.0999999999963,0.9893538910804055,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,24113.0,1.0,0,5,5,892.8958499999999,929.5035637371166,25.9418047877648,0,,0,251.0723809523808,106.40357931311787
plate1,G6,G,6,40.0,PMPC,,3platedata (2).csv,ok,146.66571428571424,146.66571428571424,1974.9104761904775,0.9933142724359971,6,6.0,156.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,22044.0,1.0,0,5,5,919.5826499999998,616.4874720337823,35.757417628094146,0,,0,251.0723809523808,58.415710134812215
plate1,G7,G,7,60.0,PMPC,,3platedata (2).csv,ok,22.37575757575758,22.37575757575758,1044.5636363636352,0.9985270023100956,11,6.0,306.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,6704.0,1.0,0,5,5,121.20255,81.53050435570654,82.2268922899247,0,,0,251.0723809523808,8.912074474651769
plate1,H1,H,1,0.0,PMTAC,,3platedata (2).csv,ok,14.396666666666626,14.396666666666626,49321.62000000003,0.9999113394153923,4,186.0,276.0,initial_positive_tangent,initial_positive_tangent,,1298.0,1.0,0,5,2,401.969925,4.5469770177549425,285.46438544362786,0,,0,14.396666666666626,100.0
plate1,H2,H,2,5.0,PMTAC,,3platedata (2).csv,ok,260.26666666666654,260.26666666666654,11061.400000000009,0.891842278215949,6,6.0,156.0,initial_positive,initial_positive,,30884.5,1.0,0,5,5,405.86175000000003,4643.740482269294,6.650780791459607,0,,0,14.396666666666626,1807.825885621676
plate1,H3,H,3,10.0,PMTAC,,3platedata (2).csv,ok,26.121904761904684,26.121904761904684,40280.84000000004,0.9213057588579465,6,156.0,306.0,initial_positive,initial_positive,,3081.5,1.0,0,5,3,363.051675,391.1461668091921,7.878129102318932,0,,0,14.396666666666626,181.44411735520785
plate1,H4,H,4,15.0,PMTAC,,3platedata (2).csv,ok,290.5533333333333,290.5533333333333,3427.7799999999984,0.9764950002745476,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,26270.0,1.0,0,5,5,568.2064499999999,1511.9841434353734,17.374520833473834,0,,0,14.396666666666626,2018.1986570965555
plate1,H5,H,5,20.0,PMTAC,,3platedata (2).csv,ok,238.24666666666664,238.24666666666664,2320.419999999994,0.9916242183300583,4,6.0,96.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,21475.0,1.0,0,5,5,1112.5059749999998,734.41612863553,29.240915555460802,0,,0,14.396666666666626,1654.8738133827321
plate1,H6,H,6,40.0,PMTAC,,3platedata (2).csv,ok,151.47619047619042,151.47619047619042,2244.7619047619055,0.9934291516999345,6,6.0,156.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,22734.0,1.0,0,5,5,1194.2343,631.177194449903,36.018411628153935,0,,0,14.396666666666626,1052.1615453312631
plate1,H7,H,7,60.0,PMTAC,,3platedata (2).csv,ok,25.148181818181822,25.148181818181822,1065.1563636363614,0.9981351389622174,11,6.0,306.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,7665.0,1.0,0,5,5,105.079275,103.12320722208264,74.32856489318493,0,,0,14.396666666666626,174.68058683617892
plate2,A1,A,1,0.0,GOx,,3platedata (2).csv,ok,269.375238095238,269.375238095238,13375.60571428572,0.8650910215268666,6,6.0,156.0,initial_positive,initial_positive,,31839.0,1.0,0,5,5,313.013925,5450.192601227611,5.841811900891085,0,,0,269.375238095238,100.0
plate2,A2,A,2,5.0,GOx,,3platedata (2).csv,ok,87.20000000000002,87.20000000000002,30932.80000000001,0.8806300980160313,6,66.0,216.0,initial_positive,initial_positive,,10322.5,1.0,0,5,5,209.602575,1644.8708155961672,6.275568818003927,0,,0,269.375238095238,32.37120108611109
plate2,A3,A,3,10.0,GOx,,3platedata (2).csv,ok,341.9,341.9,4514.099999999995,0.9718577826517154,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,30895.0,1.0,0,5,5,483.6982499999999,1951.430821218112,15.831972962646388,0,,0,269.375238095238,126.92332168969472
plate2,A4,A,4,15.0,GOx,,3platedata (2).csv,ok,327.0933333333333,327.0933333333333,3791.2399999999993,0.9812173719973474,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,29558.0,1.0,0,5,5,591.5574,1517.901248434825,19.47294004170465,0,,0,269.375238095238,121.42665214747356
plate2,A5,A,5,20.0,GOx,,3platedata (2).csv,ok,264.03333333333325,264.03333333333325,2590.2999999999984,0.9911475361688475,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,23807.0,1.0,0,5,5,985.7436749999999,836.9469815944133,28.445051506902868,0,,0,269.375238095238,98.01692805928357
plate2,A6,A,6,40.0,GOx,,3platedata (2).csv,ok,129.6166666666667,129.6166666666667,2399.514285714293,0.9903202230293293,7,6.0,186.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,23450.0,1.0,0,5,5,974.0681999999999,768.8771431278797,30.499020824839064,0,,0,269.375238095238,48.11751354103325
plate2,A7,A,7,60.0,GOx,,3platedata (2).csv,ok,18.75675324675325,18.75675324675325,1313.576363636365,0.9978552720418985,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,2549.5,1.0,0,5,5,95.62769999999999,33.507402640999096,76.08766418917826,0,,0,269.375238095238,6.963057695793766
plate2,B1,B,1,0.0,PMBTA-1,,3platedata (2).csv,ok,260.6961904761904,260.6961904761904,14540.44190476192,0.8363852933796951,6,6.0,156.0,initial_positive,initial_positive,,30720.5,1.0,0,5,5,169.572375,5907.54874581048,5.200211004908996,0,,0,260.6961904761904,100.0
plate2,B2,B,2,5.0,PMBTA-1,,3platedata (2).csv,ok,272.85619047619036,272.85619047619036,12032.815238095243,0.8845549572872274,6,6.0,156.0,initial_positive,initial_positive,,32391.0,1.0,0,5,5,294.110775,5050.375845828406,6.413582075630045,0,,0,260.6961904761904,104.66443333053252
plate2,B3,B,3,10.0,PMBTA-1,,3platedata (2).csv,ok,28.011428571428546,28.011428571428546,43481.69333333334,0.9266056927669591,6,156.0,306.0,initial_positive,initial_positive,,3318.5,1.0,0,5,4,354.71205,403.90908139301166,8.215957879815592,0,,0,260.6961904761904,10.744855350691001
plate2,B4,B,4,15.0,PMBTA-1,,3platedata (2).csv,ok,318.8666666666666,318.8666666666666,3549.799999999999,0.981118266504359,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,28778.0,1.0,0,5,5,698.3045999999999,1483.6984194909683,19.396124995451046,0,,0,260.6961904761904,122.31351217070775
plate2,B5,B,5,20.0,PMBTA-1,,3platedata (2).csv,ok,243.29,243.29,2256.959999999996,0.9932690418294555,4,6.0,96.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,21873.0,1.0,0,5,5,1110.282075,671.746659835388,32.561382598255065,0,,0,260.6961904761904,93.32318955470885
plate2,B6,B,6,40.0,PMBTA-1,,3platedata (2).csv,ok,152.5342857142857,152.5342857142857,2422.222857142858,0.9910953374286239,6,6.0,156.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,23159.0,1.0,0,5,5,1099.7185499999998,740.7695869515574,31.263432527386485,0,,0,260.6961904761904,58.510362363049865
plate2,B7,B,7,60.0,PMBTA-1,,3platedata (2).csv,ok,25.223333333333343,25.223333333333343,1102.432727272726,0.9980102951694734,11,6.0,306.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,7544.0,1.0,0,5,5,107.85915,106.84410130405446,70.60754789383637,0,,0,260.6961904761904,9.675374729204956
plate2,C1,C,1,0.0,PMBTA-2,,3platedata (2).csv,ok,268.48380952380944,268.48380952380944,15131.478095238106,0.8367522891694998,6,6.0,156.0,initial_positive,initial_positive,,31640.5,1.0,0,5,5,373.61519999999996,6075.861292919189,5.207574444939,0,,0,268.48380952380944,100.0
plate2,C2,C,2,5.0,PMBTA-2,,3platedata (2).csv,ok,255.26380952380944,255.26380952380944,11343.131428571436,0.8844611227903231,6,6.0,156.0,initial_positive,initial_positive,,30275.0,1.0,0,5,5,396.410175,4726.923759547157,6.404799726006235,0,,0,268.48380952380944,95.07605318047023
plate2,C3,C,3,10.0,PMBTA-2,,3platedata (2).csv,ok,23.913333333333348,23.913333333333348,44124.02000000002,0.9806096186339605,4,186.0,276.0,initial_positive_tangent,initial_positive_tangent,,2145.0,1.0,0,5,3,442.5561,112.78763230070741,19.01804263681247,0,,0,268.48380952380944,8.90680647587157
plate2,C4,C,4,15.0,PMBTA-2,,3platedata (2).csv,ok,318.7299999999999,318.7299999999999,3398.019999999994,0.9865496065354684,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,28680.0,1.0,0,5,5,859.5373500000001,1248.2662676688813,22.97586720304431,0,,0,268.48380952380944,118.71479347872355
plate2,C5,C,5,20.0,PMBTA-2,,3platedata (2).csv,ok,262.48333333333323,262.48333333333323,2439.6000000000004,0.9908777659359513,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,23598.0,1.0,0,5,5,1064.6921249999998,844.7312442428074,27.9355122245449,0,,0,268.48380952380944,97.76505100954921
plate2,C6,C,6,40.0,PMBTA-2,,3platedata (2).csv,ok,132.37261904761908,132.37261904761908,2370.2285714285777,0.9897182677589426,7,6.0,186.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,23903.0,1.0,0,5,5,1010.7625499999999,809.5184730216264,29.527429943357696,0,,0,268.48380952380944,49.30376222029885
plate2,C7,C,7,60.0,PMBTA-2,,3platedata (2).csv,ok,22.75303030303031,22.75303030303031,1338.8584415584455,0.9977164905780636,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,2974.5,1.0,0,5,5,82.84027499999999,69.03663623654582,43.08581880797591,0,,0,268.48380952380944,8.474637760610495
plate2,D1,D,1,0.0,PMBTA-3,,3platedata (2).csv,ok,270.14761904761895,270.14761904761895,14450.209523809535,0.8458723423414761,6,6.0,156.0,initial_positive,initial_positive,,31863.0,1.0,0,5,5,324.133425,5908.179409641175,5.393031895410087,0,,0,270.14761904761895,100.0
plate2,D2,D,2,5.0,PMBTA-3,,3platedata (2).csv,ok,263.1666666666665,263.1666666666665,11834.33333333334,0.8820424199078178,6,6.0,156.0,initial_positive,initial_positive,,31181.0,1.0,0,5,5,328.02524999999997,4930.758415858107,6.323773620649699,0,,0,270.14761904761895,97.41587491847488
plate2,D3,D,3,10.0,PMBTA-3,,3platedata (2).csv,ok,74.40571428571427,74.40571428571427,34266.62285714287,0.9243675964249999,6,96.0,246.0,initial_positive,initial_positive,,8852.5,1.0,0,5,4,480.91837499999997,1090.4419200270956,8.118268233653401,0,,0,270.14761904761895,27.54261338597945
plate2,D4,D,4,15.0,PMBTA-3,,3platedata (2).csv,ok,306.94999999999993,306.94999999999993,3543.2999999999956,0.978942727412426,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,27667.0,1.0,0,5,5,727.771275,1509.9630376270793,18.322965073025184,0,,0,270.14761904761895,113.62306322821739
plate2,D5,D,5,20.0,PMBTA-3,,3platedata (2).csv,ok,243.0566666666666,243.0566666666666,2307.8600000000006,0.9886071906187202,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,21962.0,1.0,0,5,5,1109.7260999999999,875.1597425613221,25.0948471826686,0,,0,270.14761904761895,89.97179672489467
plate2,D6,D,6,40.0,PMBTA-3,,3platedata (2).csv,ok,135.37738095238097,135.37738095238097,2382.4857142857213,0.9910047078667846,7,6.0,186.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,24522.0,1.0,0,5,5,1092.490875,773.8684398816752,31.687556613304185,0,,0,270.14761904761895,50.112372424247795
plate2,D7,D,7,60.0,PMBTA-3,,3platedata (2).csv,ok,25.420000000000005,25.420000000000005,1019.6618181818163,0.9983766951070747,11,6.0,306.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,7526.0,1.0,0,5,5,159.00885,97.24104836746318,77.39529886144379,0,,0,270.14761904761895,9.409670197951742
plate2,E1,E,1,0.0,PMBTA-4,,3platedata (2).csv,ok,267.195238095238,267.195238095238,15154.019047619053,0.8323549980320836,6,6.0,156.0,initial_positive,initial_positive,,31425.0,1.0,0,5,5,310.23405,6143.761910482729,5.114944305765075,0,,0,267.195238095238,100.0
plate2,E2,E,2,5.0,PMBTA-4,,3platedata (2).csv,ok,266.55619047619035,266.55619047619035,10908.948571428578,0.8985090324373702,6,6.0,156.0,initial_positive,initial_positive,,31644.0,1.0,0,5,5,378.618975,4589.928281419158,6.894225369076136,0,,0,267.195238095238,99.76083120956675
plate2,E3,E,3,10.0,PMBTA-4,,3platedata (2).csv,ok,27.196666666666555,27.196666666666555,44058.32000000004,0.9750578475391167,4,186.0,276.0,initial_positive_tangent,initial_positive_tangent,,2470.0,1.0,0,5,3,436.99635,145.89611029770492,16.929855052063292,0,,0,267.195238095238,10.178574611038796
