plate_id,well,row,col,heat_min,polymer_id,sample_name,source_file,status,abs_activity,slope,intercept,r2,n,t_start,t_end,select_method,select_method_used,exclude_reason,dy,mono_frac,down_steps,pos_steps,pos_steps_eps,pos_eps,rmse,snr,start_idx_used,skip_indices,skip_count
plate1,B6,B,6,40.0,PMPC,,testdata_251109-GOx-1.csv,ok,0.9581818181818184,0.9581818181818184,28.887272727272666,0.9845597850919346,11,6.0,306.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,308.0,1.0,0,7,4,21.12705,11.383473594399039,27.05676764177824,0,,0
plate1,B7,B,7,60.0,PMPC,,testdata_251109-GOx-1.csv,ok,0.596883116883117,0.596883116883117,13.258528138528241,0.9891781954936251,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,76.0,1.0,0,5,3,15.5673,4.291002028978593,17.71148078857304,0,,0
plate1,C1,C,1,0.0,PMTAC,,testdata_251109-GOx-1.csv,ok,4.946666666666665,4.946666666666665,93.71999999999993,0.988871326963144,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,460.0,1.0,0,5,5,26.686799999999998,17.601136326953426,26.134676276301253,0,,0
plate1,C2,C,2,5.0,PMTAC,,testdata_251109-GOx-1.csv,ok,5.346666666666667,5.346666666666667,51.31999999999993,0.9969681939363879,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,490.0,1.0,0,5,4,46.701899999999995,9.889388252060897,49.54805974958431,0,,0
plate1,C3,C,3,10.0,PMTAC,,testdata_251109-GOx-1.csv,ok,2.82095238095238,2.82095238095238,86.50285714285721,0.9736565595583976,6,6.0,156.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,416.0,1.0,0,5,4,41.142149999999994,23.77353470523372,17.49844964823008,0,,0
plate1,C4,C,4,15.0,PMTAC,,testdata_251109-GOx-1.csv,ok,2.0460317460317468,2.0460317460317468,79.3904761904761,0.9886669201525438,8,6.0,216.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,434.0,1.0,0,5,2,60.0453,15.05782505005604,28.8222235653054,0,,0
plate1,C5,C,5,20.0,PMTAC,,testdata_251109-GOx-1.csv,ok,1.5183838383838382,1.5183838383838382,65.10787878787879,0.9796103246055634,10,6.0,276.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,430.0,1.0,0,5,5,23.350949999999997,18.875926627866676,22.780338601505527,0,,0
plate1,C6,C,6,40.0,PMTAC,,testdata_251109-GOx-1.csv,ok,0.7155844155844155,0.7155844155844155,33.9835497835499,0.9880973309068383,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,175.0,1.0,0,8,4,16.679249999999996,10.021828028709983,17.46188414914446,0,,0
plate1,C7,C,7,60.0,PMTAC,,testdata_251109-GOx-1.csv,ok,0.5337662337662339,0.5337662337662339,36.00086580086586,0.9875429975898138,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,179.0,1.0,0,12,6,11.119499999999999,10.64917380783684,16.80881571002768,0,,0
plate1,D1,D,1,0.0,PMBTA-4,,testdata_251109-GOx-1.csv,ok,5.413333333333335,5.413333333333335,183.12000000000023,0.9687288797992443,5,6.0,126.0,initial_positive,initial_positive,,498.0,1.0,0,4,4,22.238999999999997,41.26402791778814,12.068623087212229,0,,0
plate1,D2,D,2,5.0,PMBTA-4,,testdata_251109-GOx-1.csv,ok,6.199999999999999,6.199999999999999,135.79999999999998,0.9912666758355109,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,548.0,1.0,0,5,4,38.91825,19.519221295943144,28.07489047290364,0,,0
plate1,D3,D,3,10.0,PMBTA-4,,testdata_251109-GOx-1.csv,ok,5.3599999999999985,5.3599999999999985,101.63999999999997,0.9866837622492902,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,500.0,1.0,0,5,4,51.149699999999996,20.885401600160815,23.9401668961025,0,,0
plate1,D4,D,4,15.0,PMBTA-4,,testdata_251109-GOx-1.csv,ok,4.073333333333334,4.073333333333334,106.76000000000015,0.9982165203161599,5,6.0,126.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,490.0,1.0,0,5,4,53.373599999999996,7.304792947099858,67.07924557868164,0,,0
plate1,D5,D,5,20.0,PMBTA-4,,testdata_251109-GOx-1.csv,ok,3.0895238095238087,3.0895238095238087,120.4152380952382,0.989957254236948,6,6.0,156.0,initial_positive_ext_intskip1_tangent,initial_positive_ext_intskip1_tangent,,462.0,1.0,0,5,2,73.3887,15.943152981268387,28.9779569036799,0,9,1
plate1,D6,D,6,40.0,PMBTA-4,,testdata_251109-GOx-1.csv,ok,1.5169696969696973,1.5169696969696973,64.44363636363626,0.9804089073894401,11,6.0,306.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,450.0,1.0,0,6,3,37.8063,20.343415284915782,22.120179610826877,0,,0
plate1,D7,D,7,60.0,PMBTA-4,,testdata_251109-GOx-1.csv,ok,1.014545454545455,1.014545454545455,26.240000000000016,0.9798117585410984,10,96.0,366.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,280.0,1.0,0,6,5,17.7912,12.548668889929756,22.313123603466522,3,,0
plate1,E1,E,1,0.0,PMBTA-6,,testdata_251109-GOx-1.csv,ok,4.666666666666666,4.666666666666666,260.00000000000034,0.9132249888176531,5,6.0,126.0,initial_positive,initial_positive,,430.0,1.0,0,4,3,23.350949999999997,61.0311395928341,7.045583662188095,0,,0
plate1,E2,E,2,5.0,PMBTA-6,,testdata_251109-GOx-1.csv,ok,5.453333333333334,5.453333333333334,221.6800000000003,0.9522890551172137,5,6.0,126.0,initial_positive,initial_positive,,491.0,1.0,0,4,4,35.5824,51.78725711987457,9.481096843253315,0,,0
plate1,E3,E,3,10.0,PMBTA-6,,testdata_251109-GOx-1.csv,ok,4.926666666666665,4.926666666666665,172.23999999999978,0.9885348127901821,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,428.0,1.0,0,5,4,34.47045,17.796066981218043,24.050257871679563,0,,0
plate1,E4,E,4,15.0,PMBTA-6,,testdata_251109-GOx-1.csv,ok,4.633333333333333,4.633333333333333,121.1999999999999,0.9994413350024313,4,6.0,96.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,420.0,1.0,0,5,4,64.4931,3.6742346141747673,114.30952132985053,0,,0
plate1,E5,E,5,20.0,PMBTA-6,,testdata_251109-GOx-1.csv,ok,2.97142857142857,2.97142857142857,148.6476190476192,0.9806049535271048,6,6.0,156.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,412.0,1.0,0,5,3,54.48554999999999,21.410574453122425,19.242827926081006,0,,0
plate1,E6,E,6,40.0,PMBTA-6,,testdata_251109-GOx-1.csv,ok,1.7447619047619043,1.7447619047619043,77.34095238095244,0.9977675598541303,6,6.0,156.0,initial_positive_skip2_intskip1_tangent,initial_positive_skip2_intskip1_tangent,,266.0,1.0,0,5,3,40.030199999999994,4.228399824917822,62.90795833270255,0,"6,7,10",3
plate1,E7,E,7,60.0,PMBTA-6,,testdata_251109-GOx-1.csv,ok,1.0238596491228074,1.0238596491228074,62.856842105263226,0.9856682612502948,20,6.0,576.0,full_range_outlier_skip,full_range_outlier_skip,,642.0,1.0,0,18,18,0.0,21.35706465145236,30.060310743888277,0,20,1
plate1,F1,F,1,0.0,PMBTA-9,,testdata_251109-GOx-1.csv,ok,4.126666666666665,4.126666666666665,333.2400000000003,0.8448825599548409,5,6.0,126.0,initial_positive,initial_positive,,382.0,1.0,0,4,3,21.12705,75.01839774348691,5.092084228540593,0,,0
plate1,F2,F,2,5.0,PMBTA-9,,testdata_251109-GOx-1.csv,ok,4.146666666666666,4.146666666666666,311.5200000000002,0.882587509581341,5,6.0,126.0,initial_positive,initial_positive,,382.0,1.0,0,4,3,26.686799999999998,64.16728138233691,5.9531897217815715,0,,0
plate1,F3,F,3,10.0,PMBTA-9,,testdata_251109-GOx-1.csv,ok,4.593333333333333,4.593333333333333,162.2399999999999,0.9983722226311528,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,408.0,1.0,0,5,4,40.030199999999994,6.220932405998326,65.5850238151654,0,,0
plate1,F4,F,4,15.0,PMBTA-9,,testdata_251109-GOx-1.csv,ok,2.466262626262626,2.466262626262626,119.45696969696971,0.9901177475024908,10,6.0,276.0,initial_positive_ext,initial_positive_ext,,359.0,1.0,0,6,2,68.9409,9.310954706743063,38.55673357963722,0,,0
plate1,F5,F,5,20.0,PMBTA-9,,testdata_251109-GOx-1.csv,ok,1.3539393939393944,1.3539393939393944,64.96727272727261,0.9842418935602071,11,6.0,306.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,364.0,1.0,0,5,4,18.90315,16.252552247122765,22.396482377985745,0,,0
plate1,F6,F,6,40.0,PMBTA-9,,testdata_251109-GOx-1.csv,ok,0.35047393364928925,0.35047393364928925,6.435071090047425,0.9912792764450485,15,126.0,576.0,initial_positive_ext_intskip1,initial_positive_ext_intskip1,,160.0,1.0,0,5,4,5.559749999999999,4.678545027067727,34.19866626788577,4,13,1
plate1,F7,F,7,60.0,PMBTA-9,,testdata_251109-GOx-1.csv,ok,0.1960317460317461,0.1960317460317461,17.990476190476173,0.9290663499170055,8,6.0,216.0,initial_positive,initial_positive,,37.0,1.0,0,6,5,4.4478,3.7233177729137275,9.937373669568704,0,,0
plate1,G1,G,1,0.0,PMBTA-10,,testdata_251109-GOx-1.csv,ok,4.006666666666667,4.006666666666667,99.96000000000012,0.9870821582387792,5,6.0,126.0,initial_positive_skip1_tangent,initial_positive_skip1_tangent,,456.0,1.0,0,5,3,67.82894999999999,19.446336415890798,23.449146936867294,0,6,1
plate1,G2,G,2,5.0,PMBTA-10,,testdata_251109-GOx-1.csv,ok,3.2933333333333334,3.2933333333333334,111.04000000000018,0.9819255778020988,5,6.0,126.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,372.0,1.0,0,5,4,48.925799999999995,18.956792977716457,19.623572427955676,0,,0
plate1,G3,G,3,10.0,PMBTA-10,,testdata_251109-GOx-1.csv,ok,1.6791919191919193,1.6791919191919193,83.6339393939394,0.9901405201736633,10,6.0,276.0,initial_positive_ext_intskip1_tangent,initial_positive_ext_intskip1_tangent,,456.0,1.0,0,5,3,40.030199999999994,14.438668619895376,31.581859242315144,0,17,1
plate1,G4,G,4,15.0,PMBTA-10,,testdata_251109-GOx-1.csv,ok,1.0590457980515342,1.0590457980515342,58.963397978694296,0.9846873623613728,20,6.0,606.0,full_range_outlier_skip,full_range_outlier_skip,,612.0,0.9473684210526315,1,18,18,0.0,23.972409138230983,25.529349030839057,0,16,1
plate1,G5,G,5,20.0,PMBTA-10,,testdata_251109-GOx-1.csv,ok,0.616017316017316,0.616017316017316,35.68917748917755,0.9845843530689314,21,6.0,606.0,initial_positive_ext,initial_positive_ext,,141.0,1.0,0,9,2,20.015099999999997,7.815136827744195,18.04191060346169,0,,0
plate1,G6,G,6,40.0,PMBTA-10,,testdata_251109-GOx-1.csv,ok,0.18666666666666656,0.18666666666666656,17.680000000000017,0.8521739130434783,5,6.0,126.0,initial_positive,initial_positive,,19.0,1.0,0,3,1,7.78365,3.2984845004941277,5.760221094611163,0,,0
plate1,G7,G,7,60.0,PMBTA-10,,testdata_251109-GOx-1.csv,ok,0.15333333333333332,0.15333333333333332,12.679999999999993,0.9887850467289719,4,6.0,96.0,initial_positive_tangent,initial_positive_tangent,,14.0,1.0,0,4,2,2.2239,0.5477225575051655,25.560386016861113,0,,0
plate1,H1,H,1,0.0,PMBTA-11,,testdata_251109-GOx-1.csv,ok,3.553333333333333,3.553333333333333,366.2800000000002,0.7870984008068003,5,6.0,126.0,initial_positive,initial_positive,,332.0,1.0,0,4,3,21.12705,78.40561204403674,4.23439077056789,0,,0
plate1,H2,H,2,5.0,PMBTA-11,,testdata_251109-GOx-1.csv,ok,3.5866666666666647,3.5866666666666647,378.8800000000003,0.9132223582417306,5,6.0,126.0,initial_positive,initial_positive,,324.0,1.0,0,4,3,37.8063,46.90756868566094,6.907200886304641,0,,0
plate1,H3,H,3,10.0,PMBTA-11,,testdata_251109-GOx-1.csv,ok,3.639999999999998,3.639999999999998,284.8266666666668,0.9622173107130672,6,6.0,156.0,initial_positive,initial_positive,,444.0,1.0,0,5,5,25.574849999999998,36.95522816718749,12.014538186350993,0,,0
plate1,H4,H,4,15.0,PMBTA-11,,testdata_251109-GOx-1.csv,ok,3.1266666666666665,3.1266666666666665,154.44000000000014,0.9938056855764191,5,6.0,126.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,370.0,1.0,0,5,4,51.149699999999996,10.472821969268825,35.32954165416761,0,,0
plate1,H5,H,5,20.0,PMBTA-11,,testdata_251109-GOx-1.csv,ok,2.1657142857142846,2.1657142857142846,134.24380952380955,0.9905225882824681,6,6.0,156.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,328.0,1.0,0,5,2,53.373599999999996,10.8537170869327,30.220061696178202,0,,0
plate1,H6,H,6,40.0,PMBTA-11,,testdata_251109-GOx-1.csv,ok,0.684848484848485,0.684848484848485,45.1636363636363,0.984578610532809,11,6.0,306.0,initial_positive_ext_tangent,initial_positive_ext_tangent,,216.0,1.0,0,7,3,15.5673,8.131156281817418,26.56448757269423,0,,0
plate1,H7,H,7,60.0,PMBTA-11,,testdata_251109-GOx-1.csv,ok,0.21077694235588978,0.21077694235588978,24.36390977443611,0.9436199359148381,20,6.0,576.0,initial_positive_post_long_ext,initial_positive_post_long_ext,,114.0,1.0,0,15,7,7.78365,8.912599850224709,12.7908805416764,0,,0
