polymer_id,frac_MPC,frac_BMA,frac_MTAC,log_fog,fog_activity_bonus_penalty,log_fog_activity_bonus_penalty,fog_abs_bonus_penalty,log_fog_abs_bonus_penalty,fog_abs_modulated,log_fog_abs_modulated,fog_solvent_balanced,log_fog_solvent_balanced,objective_loglinear_main,objective_loglinear_main_exp,fog_vs_solvent_control,abs0_vs_solvent_control,abs_activity_down_penalty,abs_activity_up_bonus,abs_activity_balance_factor,solvent_activity_down_penalty,solvent_activity_up_bonus,solvent_activity_balance_factor,solvent_group,solvent_control_polymer_id,fog_native_constrained,log_fog_native_constrained,fog_native_soft,log_fog_native_soft,native_activity_soft_penalty,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog_constraint_reason,run_id,input_t50_file,input_tidy
PMBTA-9,0.379,0.533,0.088,-0.2039262336476947,0.8193699651276783,-0.1992195692547641,0.8193699651276783,-0.1992195692547641,0.8193699651276783,-0.1992195692547641,0.8193699651276783,-0.1992195692547641,-0.1423803337881857,0.8672913335511211,0.8155225270905708,1.0634793089594212,1.0,1.0047177581357971,1.0047177581357971,1.0,1.0047177581357971,1.0047177581357971,PBS,GOx,0.8155225270905708,-0.2039262336476947,0.8155225270905708,-0.2039262336476947,1.0,1.0634793089594212,0.7,1,,260209-1,t50__260209-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-1/extract/tidy.csv
PMBTA-10,0.11,0.582,0.308,-0.2743863530893198,0.2478435438508868,-1.3949576034693627,0.2478435438508868,-1.3949576034693627,0.2478435438508868,-1.3949576034693627,0.2478435438508868,-1.3949576034693627,-0.8346719782793413,0.4340168250315602,0.7600383753542825,0.5710459354493101,0.3260934603931777,1.0,0.3260934603931777,0.3260934603931777,1.0,0.3260934603931777,PBS,GOx,,,0.2478435438508868,-1.3949576034693627,0.3260934603931777,0.5710459354493101,0.7,0,native_activity_below_threshold,260209-1,t50__260209-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-1/extract/tidy.csv
PMBTA-11,0.373,0.615,0.012,-0.1582541840500819,0.8723445032878536,-0.1365708605159659,0.8723445032878536,-0.1365708605159659,0.8723445032878536,-0.1365708605159659,0.8723445032878536,-0.1365708605159659,-0.0515285900897808,0.9497764953787508,0.8536327745538196,1.1126289004955134,1.0,1.0219201151734296,1.0219201151734296,1.0,1.0219201151734296,1.0219201151734296,PBS,GOx,0.8536327745538196,-0.1582541840500819,0.8536327745538196,-0.1582541840500819,1.0,1.1126289004955134,0.7,1,,260209-1,t50__260209-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-1/extract/tidy.csv
PMPC,1.0,0.0,0.0,-0.4089511806781092,0.6643466644842128,-0.4089511806781092,0.6643466644842128,-0.4089511806781092,0.6643466644842128,-0.4089511806781092,0.6643466644842128,-0.4089511806781092,-0.3737910619516155,0.6881206714001697,0.6643466644842128,1.0357855441848491,1.0,1.0,1.0,1.0,1.0,1.0,ETOH,GOx,0.6643466644842128,-0.4089511806781092,0.6643466644842128,-0.4089511806781092,1.0,1.0357855441848491,0.7,1,,260209-2,t50__260209-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-2/extract/tidy.csv
PMTAC,0.0,0.0,1.0,-0.6688722888085274,0.5122859627770527,-0.6688722888085274,0.5122859627770527,-0.6688722888085274,0.5122859627770527,-0.6688722888085274,0.5122859627770527,-0.6688722888085274,-0.6387347041272581,0.527960027239635,0.5122859627770527,1.0305963184655982,1.0,1.0,1.0,1.0,1.0,1.0,PBS,GOx,0.5122859627770527,-0.6688722888085274,0.5122859627770527,-0.6688722888085274,1.0,1.0305963184655982,0.7,1,,260209-2,t50__260209-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-2/extract/tidy.csv
PMBTA-1,0.8,0.04,0.16,-0.7437526054032005,0.5252361697316503,-0.6439072704334844,0.5252361697316503,-0.6439072704334844,0.5252361697316503,-0.6439072704334844,0.5252361697316503,-0.6439072704334844,-0.1417327578300572,0.8678531524579971,0.4753268504358826,1.825802922057025,1.0,1.105,1.105,1.0,1.105,1.105,ETOH,GOx,0.4753268504358826,-0.7437526054032005,0.4753268504358826,-0.7437526054032005,1.0,1.825802922057025,0.7,1,,260209-2,t50__260209-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-2/extract/tidy.csv
PMBTA-2,0.8,0.16,0.04,-1.0260535226823295,0.3960526239822173,-0.9262081877126136,0.3960526239822173,-0.9262081877126136,0.3960526239822173,-0.9262081877126136,0.3960526239822173,-0.9262081877126136,-0.2688083988127697,0.7642896804303282,0.3584186642373007,2.132393640986033,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,0.3584186642373007,-1.0260535226823295,0.3584186642373007,-1.0260535226823295,1.0,2.132393640986033,0.7,1,,260209-2,t50__260209-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-2/extract/tidy.csv
PMBTA-3,0.3,0.14,0.56,-0.6381116502354344,0.5837594304017433,-0.5382663152657183,0.5837594304017433,-0.5382663152657183,0.5837594304017433,-0.5382663152657183,0.5837594304017433,-0.5382663152657183,-0.198916638487713,0.8196182150990918,0.5282890772866455,1.5514578103881056,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,0.5282890772866455,-0.6381116502354344,0.5282890772866455,-0.6381116502354344,1.0,1.5514578103881056,0.7,1,,260209-2,t50__260209-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-2/extract/tidy.csv
PMBTA-4,0.3,0.56,0.14,-0.7682196647000896,0.5125411237474167,-0.6683743297303735,0.5125411237474167,-0.6683743297303735,0.5125411237474167,-0.6683743297303735,0.5125411237474167,-0.6683743297303735,-0.1261727096980572,0.8814625964973541,0.4638381210383861,1.9003668661903848,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,0.4638381210383861,-0.7682196647000896,0.4638381210383861,-0.7682196647000896,1.0,1.9003668661903848,0.7,1,,260209-2,t50__260209-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-2/extract/tidy.csv
PMBTA-5,0.55,0.225,0.225,-0.821359025615067,0.4860160209800979,-0.7215136906453509,0.4860160209800979,-0.7215136906453509,0.4860160209800979,-0.7215136906453509,0.4860160209800979,-0.7215136906453509,-0.1887208222102641,0.8280176385639869,0.4398335031494099,1.8825706378322715,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,0.4398335031494099,-0.821359025615067,0.4398335031494099,-0.821359025615067,1.0,1.8825706378322715,0.7,1,,260209-2,t50__260209-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-2/extract/tidy.csv
PMBTA-6,0.348,0.443,0.209,-0.8044723171101335,0.4942929199588943,-0.7046269821404174,0.4942929199588943,-0.7046269821404174,0.4942929199588943,-0.7046269821404174,0.4942929199588943,-0.7046269821404174,-0.2626585660981281,0.769004416670646,0.4473239094650628,1.7191220956426594,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,0.4473239094650628,-0.8044723171101335,0.4473239094650628,-0.8044723171101335,1.0,1.7191220956426594,0.7,1,,260209-2,t50__260209-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-2/extract/tidy.csv
PMBTA-7,0.123,0.678,0.199,-0.9291799028469288,0.4363395440864822,-0.8293345678772127,0.4363395440864822,-0.8293345678772127,0.4363395440864822,-0.8293345678772127,0.4363395440864822,-0.8293345678772127,-0.2958239960620366,0.7439183490574899,0.3948774154628798,1.8839222501126336,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,0.3948774154628798,-0.9291799028469288,0.3948774154628798,-0.9291799028469288,1.0,1.8839222501126336,0.7,1,,260209-2,t50__260209-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-2/extract/tidy.csv
PMBTA-8,0.095,0.752,0.153,-0.9096295399614605,0.4449540747317202,-0.8097842049917443,0.4449540747317202,-0.8097842049917443,0.4449540747317202,-0.8097842049917443,0.4449540747317202,-0.8097842049917443,-0.3418729423477471,0.7104384656183979,0.4026733707979368,1.7643045633005088,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,0.4026733707979368,-0.9096295399614605,0.4026733707979368,-0.9096295399614605,1.0,1.7643045633005088,0.7,1,,260209-2,t50__260209-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-2/extract/tidy.csv
PMBTA-9,0.379,0.533,0.088,-0.7534943944225752,0.5201442721461739,-0.6536490594528589,0.5201442721461739,-0.6536490594528589,0.5201442721461739,-0.6536490594528589,0.5201442721461739,-0.6536490594528589,-0.1792471599593,0.8358992730329037,0.4707187983223292,1.775793267683594,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,0.4707187983223292,-0.7534943944225752,0.4707187983223292,-0.7534943944225752,1.0,1.775793267683594,0.7,1,,260209-2,t50__260209-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-2/extract/tidy.csv
PMBTA-10,0.11,0.582,0.308,-0.2766293352792021,0.4868935989785397,-0.719709662360613,0.4868935989785397,-0.719709662360613,0.4868935989785397,-0.719709662360613,0.4868935989785397,-0.719709662360613,-0.4981694988199074,0.6076419315829367,0.758335533250903,0.8012837391095745,0.6420556305614207,1.0,0.6420556305614207,0.6420556305614207,1.0,0.6420556305614207,PBS,GOx,0.758335533250903,-0.2766293352792021,0.4868935989785397,-0.719709662360613,0.6420556305614207,0.8012837391095745,0.7,1,,260209-2,t50__260209-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-2/extract/tidy.csv
PMBTA-11,0.373,0.615,0.012,-0.6269720693644427,0.5902986200813676,-0.5271267343947265,0.5902986200813676,-0.5271267343947265,0.5902986200813676,-0.5271267343947265,0.5902986200813676,-0.5271267343947265,-0.0349963263193043,0.9656089635900597,0.5342068960012376,1.8075561562721247,1.0,1.105,1.105,1.0,1.105,1.105,PBS,GOx,0.5342068960012376,-0.6269720693644427,0.5342068960012376,-0.6269720693644427,1.0,1.8075561562721247,0.7,1,,260209-2,t50__260209-2.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-2/extract/tidy.csv
PMPC,1.0,0.0,0.0,0.3578635850718087,0.6292773794036199,-0.4631831347434583,0.6292773794036199,-0.4631831347434583,0.6292773794036199,-0.4631831347434583,0.6292773794036199,-0.4631831347434583,-0.0526597748358247,0.9487027301229636,1.4302704969241855,0.6633030130756109,0.439970887155184,1.0,0.439970887155184,0.439970887155184,1.0,0.439970887155184,ETOH,GOx,,,0.6292773794036199,-0.4631831347434583,0.439970887155184,0.6633030130756109,0.7,0,native_activity_below_threshold,260209-3,t50__260209-3.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-3/extract/tidy.csv
PMTAC,0.0,0.0,1.0,-0.1435758630553397,0.5853236775754764,-0.5355902897607074,0.5853236775754764,-0.5355902897607074,0.5853236775754764,-0.5355902897607074,0.5853236775754764,-0.5355902897607074,-0.3395830764080236,0.7120671384726746,0.8662550809373012,0.822006305235413,0.6756943658467749,1.0,0.6756943658467749,0.6756943658467749,1.0,0.6756943658467749,PBS,GOx,0.8662550809373012,-0.1435758630553397,0.5853236775754764,-0.5355902897607074,0.6756943658467749,0.822006305235413,0.7,1,,260209-3,t50__260209-3.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-3/extract/tidy.csv
PMBTA-1,0.8,0.04,0.16,-0.0865580070748441,0.9474740628175314,-0.0539557167352987,0.9474740628175314,-0.0539557167352987,0.9474740628175314,-0.0539557167352987,0.9474740628175314,-0.0539557167352987,0.0485710284791064,1.0497699327340535,0.9170823499772536,1.1446844798180784,1.0,1.033139567936327,1.033139567936327,1.0,1.033139567936327,1.033139567936327,ETOH,GOx,0.9170823499772536,-0.0865580070748441,0.9170823499772536,-0.0865580070748441,1.0,1.1446844798180784,0.7,1,,260209-3,t50__260209-3.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-3/extract/tidy.csv
PMBTA-2,0.8,0.16,0.04,-0.0828700339359246,0.9394361826331477,-0.0624753893829119,0.9394361826331477,-0.0624753893829119,0.9394361826331477,-0.0624753893829119,0.9394361826331477,-0.0624753893829119,0.0204702502732282,1.0206812028046095,0.9204707694095404,1.108868675383741,1.0,1.0206040363843092,1.0206040363843092,1.0,1.0206040363843092,1.0206040363843092,PBS,GOx,0.9204707694095404,-0.0828700339359246,0.9204707694095404,-0.0828700339359246,1.0,1.108868675383741,0.7,1,,260209-3,t50__260209-3.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-3/extract/tidy.csv
PMBTA-3,0.3,0.14,0.56,0.0256664978342842,1.025998718614735,0.0256664978342842,1.025998718614735,0.0256664978342842,1.025998718614735,0.0256664978342842,1.025998718614735,0.0256664978342842,0.0629118935969451,1.0649330076809849,1.025998718614735,1.0379476975554291,1.0,1.0,1.0,1.0,1.0,1.0,PBS,GOx,1.025998718614735,0.0256664978342842,1.025998718614735,0.0256664978342842,1.0,1.0379476975554291,0.7,1,,260209-3,t50__260209-3.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-3/extract/tidy.csv
PMBTA-4,0.3,0.56,0.14,0.3082377445907949,1.0605163542120086,0.058755916131425,1.0605163542120086,0.058755916131425,1.0605163542120086,0.058755916131425,1.0605163542120086,0.058755916131425,0.1834968303611099,1.20141115736613,1.361024526695111,0.8827255745959551,0.7792044400457592,1.0,0.7792044400457592,0.7792044400457592,1.0,0.7792044400457592,PBS,GOx,1.361024526695111,0.3082377445907949,1.0605163542120086,0.058755916131425,0.7792044400457592,0.8827255745959551,0.7,1,,260209-3,t50__260209-3.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-3/extract/tidy.csv
PMBTA-5,0.55,0.225,0.225,-0.0045480924247728,1.008445970878393,0.0084105032322287,1.008445970878393,0.0084105032322287,1.008445970878393,0.0084105032322287,1.008445970878393,0.0084105032322287,0.0791177285383601,1.082331735903334,0.9954622344857328,1.0872654917566802,1.0,1.013042922114838,1.013042922114838,1.0,1.013042922114838,1.013042922114838,PBS,GOx,0.9954622344857328,-0.0045480924247728,0.9954622344857328,-0.0045480924247728,1.0,1.0872654917566802,0.7,1,,260209-3,t50__260209-3.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-3/extract/tidy.csv
PMBTA-6,0.348,0.443,0.209,-0.1853289742201518,0.8786155029448934,-0.1294079025416189,0.8786155029448934,-0.1294079025416189,0.8786155029448934,-0.1294079025416189,0.8786155029448934,-0.1294079025416189,0.0088604811223756,1.0088998513791323,0.83083091693628,1.2143263217737352,1.0,1.0575142126208072,1.0575142126208072,1.0,1.0575142126208072,1.0575142126208072,PBS,GOx,0.83083091693628,-0.1853289742201518,0.83083091693628,-0.1853289742201518,1.0,1.2143263217737352,0.7,1,,260209-3,t50__260209-3.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-3/extract/tidy.csv
PMBTA-7,0.123,0.678,0.199,0.1049624232301572,1.1174203392243918,0.1110227601543163,1.1174203392243918,0.1110227601543163,1.1174203392243918,0.1110227601543163,1.1174203392243918,0.1110227601543163,0.1701580621308889,1.1854922179383116,1.1106688742228974,1.0673678226264924,1.0,1.0060787379192724,1.0060787379192724,1.0,1.0060787379192724,1.0060787379192724,PBS,GOx,1.1106688742228974,0.1049624232301572,1.1106688742228974,0.1049624232301572,1.0,1.0673678226264924,0.7,1,,260209-3,t50__260209-3.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-3/extract/tidy.csv
PMBTA-8,0.095,0.752,0.153,-0.0569589507273623,0.9571885675846268,-0.0437548666207623,0.9571885675846268,-0.0437548666207623,0.9571885675846268,-0.0437548666207623,0.9571885675846268,-0.0437548666207623,0.0273602515069729,1.0277379802371434,0.9446328450618604,1.0879761227970437,1.0,1.0132916429789651,1.0132916429789651,1.0,1.0132916429789651,1.0132916429789651,PBS,GOx,0.9446328450618604,-0.0569589507273623,0.9446328450618604,-0.0569589507273623,1.0,1.0879761227970437,0.7,1,,260209-3,t50__260209-3.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-3/extract/tidy.csv
PMBTA-9,0.379,0.533,0.088,0.0500015041437107,1.0673899010250452,0.065216323588562,1.0673899010250452,0.065216323588562,1.0673899010250452,0.065216323588562,1.0673899010250452,0.065216323588562,0.1396623906318043,1.1498855211935193,1.0512726776400212,1.0938032973280272,1.0,1.0153311540648096,1.0153311540648096,1.0,1.0153311540648096,1.0153311540648096,PBS,GOx,1.0512726776400212,0.0500015041437107,1.0512726776400212,0.0500015041437107,1.0,1.0938032973280272,0.7,1,,260209-3,t50__260209-3.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-3/extract/tidy.csv
PMBTA-10,0.11,0.582,0.308,0.2957346218038372,0.5483405823645102,-0.6008586844205116,0.5483405823645102,-0.6008586844205116,0.5483405823645102,-0.6008586844205116,0.5483405823645102,-0.6008586844205116,-0.1525620313083372,0.858505638076701,1.3441134111054005,0.6387151790790221,0.4079570799859472,1.0,0.4079570799859472,0.4079570799859472,1.0,0.4079570799859472,PBS,GOx,,,0.5483405823645102,-0.6008586844205116,0.4079570799859472,0.6387151790790221,0.7,0,native_activity_below_threshold,260209-3,t50__260209-3.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-3/extract/tidy.csv
PMBTA-11,0.373,0.615,0.012,0.3924993177979705,1.0435699416938449,0.0426474713491974,1.0435699416938449,0.0426474713491974,1.0435699416938449,0.0426474713491974,1.0435699416938449,0.0426474713491974,0.2175733945735839,1.2430566597732715,1.4806768551599392,0.8395192073418339,0.7047924994958612,1.0,0.7047924994958612,0.7047924994958612,1.0,0.7047924994958612,PBS,GOx,1.4806768551599392,0.3924993177979705,1.0435699416938449,0.0426474713491974,0.7047924994958612,0.8395192073418339,0.7,1,,260209-3,t50__260209-3.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260209-3/extract/tidy.csv
PMPC,1.0,0.0,0.0,0.1938907044258038,1.2745919675467985,0.2426261019378247,1.2745919675467985,0.2426261019378247,1.2745919675467985,0.2426261019378247,1.2745919675467985,0.2426261019378247,0.2528898621865444,1.2877414399974767,1.2745919675467985,1.0103166133048735,1.0,1.0,1.0,1.0,1.0,1.0,ETOH,GOx with EtOH,1.213963594857101,0.1938907044258038,0.9518185125461732,-0.0493809004462715,0.784058530732311,0.8854707960922884,0.7,1,,260211-1,t50__260211-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-1/extract/tidy.csv
PMTAC,0.0,0.0,1.0,0.4845916777166137,0.2790239917806649,-1.2764575088124814,0.2790239917806649,-1.2764575088124814,0.2790239917806649,-1.2764575088124814,0.2790239917806649,-1.2764575088124814,-0.3959329155479339,0.6730518457372281,1.623511957374557,0.414565376423618,0.1718644513292561,1.0,0.1718644513292561,0.1718644513292561,1.0,0.1718644513292561,PBS,GOx,,,0.2790239917806649,-1.2764575088124814,0.1718644513292561,0.414565376423618,0.7,0,native_activity_below_threshold,260211-1,t50__260211-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-1/extract/tidy.csv
PMBTA-1,0.8,0.04,0.16,-0.1608557038644848,0.9127973063738012,-0.0912414313875722,0.9127973063738012,-0.0912414313875722,0.9127973063738012,-0.0912414313875722,0.9127973063738012,-0.0912414313875722,-0.0075071349882163,0.9925209731684268,0.8939367047665643,1.1102810387762363,1.0,1.0210983635716826,1.0210983635716826,1.0,1.0210983635716826,1.0210983635716826,ETOH,GOx with EtOH,0.8514149181261685,-0.1608557038644848,0.8061959220842875,-0.2154284865055042,0.9468895892247212,0.973082519226772,0.7,1,,260211-1,t50__260211-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-1/extract/tidy.csv
PMBTA-2,0.8,0.16,0.04,-0.1098243795348956,0.8804157619356685,-0.1273610263373542,0.8804157619356685,-0.1273610263373542,0.8804157619356685,-0.1273610263373542,0.8804157619356685,-0.1273610263373542,-0.1185927029361249,0.8881694759221013,0.8959914759197377,0.9912700062357098,0.9826162252625442,1.0,0.9826162252625442,0.9826162252625442,1.0,0.9826162252625442,PBS,GOx,0.8959914759197377,-0.1098243795348956,0.8804157619356685,-0.1273610263373542,0.9826162252625442,0.9912700062357098,0.7,1,,260211-1,t50__260211-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-1/extract/tidy.csv
PMBTA-3,0.3,0.14,0.56,0.1139517984600372,0.7231102984318717,-0.3241935118450188,0.7231102984318717,-0.3241935118450188,0.7231102984318717,-0.3241935118450188,0.7231102984318717,-0.3241935118450188,-0.1051208566924907,0.9002157189172557,1.1206981042077675,0.8032633548118894,0.6452320171836513,1.0,0.6452320171836513,0.6452320171836513,1.0,0.6452320171836513,PBS,GOx,1.1206981042077675,0.1139517984600372,0.7231102984318717,-0.3241935118450188,0.6452320171836513,0.8032633548118894,0.7,1,,260211-1,t50__260211-1.csv,/home/shunya/research/gox_plate_pipeline/data/processed/260211-1/extract/tidy.csv
