plate_id,time_s,well,signal,source_file,row,polymer_id,sample_name
plate1,306.0,A2,842.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,336.0,A2,696.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,366.0,A2,696.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,396.0,A2,686.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,426.0,A2,592.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,456.0,A2,500.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,486.0,A2,506.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,516.0,A2,452.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,546.0,A2,460.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,576.0,A2,420.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,606.0,A2,366.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,6.0,A3,108.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,36.0,A3,198.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,66.0,A3,248.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,96.0,A3,338.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,126.0,A3,406.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,156.0,A3,454.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,186.0,A3,536.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,216.0,A3,522.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,246.0,A3,640.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,276.0,A3,670.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,306.0,A3,720.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,336.0,A3,766.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,366.0,A3,842.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,396.0,A3,846.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,426.0,A3,876.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,456.0,A3,860.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,486.0,A3,822.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,516.0,A3,796.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,546.0,A3,752.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,576.0,A3,698.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,606.0,A3,678.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,6.0,A4,88.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,36.0,A4,112.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,66.0,A4,170.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,96.0,A4,194.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,126.0,A4,232.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,156.0,A4,242.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,186.0,A4,294.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,216.0,A4,348.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,246.0,A4,424.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,276.0,A4,418.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,306.0,A4,448.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,336.0,A4,536.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,366.0,A4,508.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,396.0,A4,546.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,426.0,A4,632.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,456.0,A4,658.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,486.0,A4,674.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,516.0,A4,680.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,546.0,A4,744.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,576.0,A4,772.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,606.0,A4,804.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,6.0,A5,30.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,36.0,A5,38.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,66.0,A5,48.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,96.0,A5,66.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,126.0,A5,52.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,156.0,A5,86.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,186.0,A5,84.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,216.0,A5,98.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,246.0,A5,120.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,276.0,A5,108.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,306.0,A5,118.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,336.0,A5,132.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,366.0,A5,142.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,396.0,A5,134.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,426.0,A5,164.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,456.0,A5,152.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,486.0,A5,168.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,516.0,A5,186.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,546.0,A5,180.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,576.0,A5,186.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,606.0,A5,180.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,6.0,A6,24.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,36.0,A6,28.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,66.0,A6,24.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,96.0,A6,34.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,126.0,A6,34.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,156.0,A6,52.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,186.0,A6,46.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,216.0,A6,48.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,246.0,A6,62.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,276.0,A6,58.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,306.0,A6,50.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,336.0,A6,50.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,366.0,A6,56.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,396.0,A6,60.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,426.0,A6,78.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,456.0,A6,64.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,486.0,A6,92.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,516.0,A6,80.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,546.0,A6,76.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,576.0,A6,102.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,606.0,A6,98.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,6.0,A7,24.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,36.0,A7,28.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,66.0,A7,24.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,96.0,A7,34.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,126.0,A7,34.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,156.0,A7,52.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,186.0,A7,46.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,216.0,A7,48.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,246.0,A7,62.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,276.0,A7,58.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,306.0,A7,50.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,336.0,A7,50.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,366.0,A7,56.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,396.0,A7,60.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,426.0,A7,78.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,456.0,A7,64.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,486.0,A7,92.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,516.0,A7,80.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,546.0,A7,76.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,576.0,A7,102.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,606.0,A7,98.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",A,GOx,
plate1,6.0,B1,122.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,36.0,B1,340.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,66.0,B1,616.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,96.0,B1,716.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,126.0,B1,902.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,156.0,B1,956.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,186.0,B1,826.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,216.0,B1,768.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,246.0,B1,688.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,276.0,B1,634.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,306.0,B1,584.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,336.0,B1,558.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,366.0,B1,564.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,396.0,B1,474.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,426.0,B1,474.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,456.0,B1,428.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,486.0,B1,402.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,516.0,B1,420.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,546.0,B1,360.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,576.0,B1,354.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,606.0,B1,316.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,6.0,B2,128.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,36.0,B2,316.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,66.0,B2,528.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,96.0,B2,656.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,126.0,B2,794.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,156.0,B2,902.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,186.0,B2,862.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,216.0,B2,782.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,246.0,B2,762.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,276.0,B2,688.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,306.0,B2,642.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,336.0,B2,660.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,366.0,B2,554.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,396.0,B2,480.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,426.0,B2,476.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,456.0,B2,466.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,486.0,B2,448.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,516.0,B2,388.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,546.0,B2,376.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,576.0,B2,346.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,606.0,B2,324.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,6.0,B3,114.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,36.0,B3,276.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,66.0,B3,476.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,96.0,B3,570.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,126.0,B3,724.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,156.0,B3,920.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,186.0,B3,880.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,216.0,B3,870.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,246.0,B3,812.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,276.0,B3,758.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,306.0,B3,686.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,336.0,B3,606.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,366.0,B3,556.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,396.0,B3,534.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,426.0,B3,520.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,456.0,B3,456.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,486.0,B3,452.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
plate1,516.0,B3,406.0,"251025PMBTA-1,2,3,4,5,PMPC,PMTAC,EtOH1%,GOx.csv",B,PMBTA-1,
