run_id,plate_id,row,well_n,well_n1,cur_slope_n,cur_slope_n1,cur_inversion,new_slope_n,new_slope_n1,new_inversion,n_changed,n_reason
260205-R2,plate1,E,E3,E4,3.779047619047618,3.24,False,3.779047619047618,3.24,False,False,keep
260205-R2,plate1,E,E4,E5,3.24,2.22,False,3.24,2.22,False,False,keep
260205-R2,plate1,E,E5,E6,2.22,0.5031705477285446,False,2.22,0.5031705477285446,False,False,keep
260205-R2,plate1,E,E6,E7,0.5031705477285446,0.2609523809523809,False,0.5031705477285446,0.2609523809523809,False,False,keep
260205-R2,plate1,F,F1,F2,4.96,5.933333333333333,True,6.213333333333332,5.933333333333333,False,True,underestimate_to_tangent
260205-R2,plate1,F,F2,F3,5.933333333333333,3.489523809523808,False,5.933333333333333,3.489523809523808,False,False,keep
260205-R2,plate1,F,F3,F4,3.489523809523808,2.29920634920635,False,3.489523809523808,2.29920634920635,False,False,keep
260205-R2,plate1,F,F4,F5,2.29920634920635,1.5666666666666669,False,2.29920634920635,1.5666666666666669,False,False,keep
260205-R2,plate1,F,F5,F6,1.5666666666666669,0.3681159420289854,False,1.5666666666666669,0.3681159420289854,False,False,keep
260205-R2,plate1,F,F6,F7,0.3681159420289854,0.1928571428571427,False,0.3681159420289854,0.1928571428571427,False,False,keep
260205-R2,plate1,G,G1,G2,5.559999999999999,4.166666666666665,False,5.559999999999999,4.166666666666665,False,False,keep
260205-R2,plate1,G,G2,G3,4.166666666666665,3.1682170542635646,False,4.166666666666665,3.1682170542635646,False,False,keep
260205-R2,plate1,G,G3,G4,3.1682170542635646,1.854141414141414,False,3.1682170542635646,1.854141414141414,False,False,keep
260205-R2,plate1,G,G4,G5,1.854141414141414,1.4579365079365088,False,1.854141414141414,1.4579365079365088,False,False,keep
260205-R2,plate1,G,G5,G6,1.4579365079365088,0.4471861471861472,False,1.4579365079365088,0.4471861471861472,False,False,keep
260205-R2,plate1,G,G6,G7,0.4471861471861472,0.2766666666666666,False,0.4471861471861472,0.2766666666666666,False,False,keep
260205-R2,plate1,H,H1,H2,2.6266666666666665,4.473333333333333,True,3.48,4.473333333333333,True,True,underestimate_to_tangent
260205-R2,plate1,H,H2,H3,4.473333333333333,3.58,False,4.473333333333333,3.58,False,False,keep
260205-R2,plate1,H,H3,H4,3.58,1.9933333333333327,False,3.58,1.9933333333333327,False,False,keep
260205-R2,plate1,H,H4,H5,1.9933333333333327,1.579047619047618,False,1.9933333333333327,1.579047619047618,False,False,keep
260205-R2,plate1,H,H5,H6,1.579047619047618,0.2899567099567099,False,1.579047619047618,0.2899567099567099,False,False,keep
260205-R2,plate1,H,H6,H7,0.2899567099567099,0.1399019607843137,False,0.2899567099567099,0.1399019607843137,False,False,keep
260205-R2,plate2,A,A1,A2,3.066666666666668,2.7866666666666653,False,3.066666666666668,2.7866666666666653,False,False,keep
260205-R2,plate2,A,A2,A3,2.7866666666666653,2.424761904761904,False,2.7866666666666653,2.424761904761904,False,False,keep
260205-R2,plate2,A,A3,A4,2.424761904761904,1.9066666666666665,False,2.424761904761904,1.9066666666666665,False,False,keep
260205-R2,plate2,A,A4,A5,1.9066666666666665,1.175058275058275,False,1.9066666666666665,1.175058275058275,False,False,keep
260205-R2,plate2,A,A5,A6,1.175058275058275,0.6266666666666669,False,1.175058275058275,0.3276696647587899,False,False,keep
260205-R2,plate2,A,A6,A7,0.6266666666666669,0.1256410256410255,False,0.3276696647587899,0.1256410256410255,False,True,overestimate_to_long
260205-R2,plate2,B,B1,B2,3.733333333333332,2.992380952380952,False,3.733333333333332,2.992380952380952,False,False,keep
260205-R2,plate2,B,B2,B3,2.992380952380952,1.803030303030304,False,2.992380952380952,1.803030303030304,False,False,keep
260205-R2,plate2,B,B3,B4,1.803030303030304,1.1574229691876752,False,1.803030303030304,1.1574229691876752,False,False,keep
260205-R2,plate2,B,B4,B5,1.1574229691876752,1.2095238095238094,True,1.1574229691876752,0.780417028670721,False,False,keep
260205-R2,plate2,B,B5,B6,1.2095238095238094,0.2369696969696969,False,0.780417028670721,0.2369696969696969,False,True,overestimate_to_long
260205-R2,plate2,B,B6,B7,0.2369696969696969,0.2666666666666664,True,0.2369696969696969,0.2666666666666664,True,False,keep
260205-R2,plate2,C,C1,C2,3.506666666666667,3.0552380952380944,False,3.506666666666667,3.0552380952380944,False,False,keep
260205-R2,plate2,C,C2,C3,3.0552380952380944,2.138095238095239,False,3.0552380952380944,2.138095238095239,False,False,keep
260205-R2,plate2,C,C3,C4,2.138095238095239,1.4853479853479847,False,2.138095238095239,1.4853479853479847,False,False,keep
260205-R2,plate2,C,C4,C5,1.4853479853479847,0.9864160401002507,False,1.4853479853479847,0.9864160401002507,False,False,keep
260205-R2,plate2,C,C5,C6,0.9864160401002507,0.4015873015873016,False,0.9864160401002507,0.4015873015873016,False,False,keep
260205-R2,plate2,C,C6,C7,0.4015873015873016,0.1329824561403508,False,0.4015873015873016,0.1329824561403508,False,False,keep
260205-R3,plate1,A,A1,A2,5.806666666666666,3.868571428571427,False,5.806666666666666,3.868571428571427,False,False,keep
260205-R3,plate1,A,A2,A3,3.868571428571427,3.379047619047618,False,3.868571428571427,3.379047619047618,False,False,keep
260205-R3,plate1,A,A3,A4,3.379047619047618,2.729523809523809,False,3.379047619047618,2.729523809523809,False,False,keep
260205-R3,plate1,A,A4,A5,2.729523809523809,2.12936507936508,False,2.729523809523809,2.12936507936508,False,False,keep
260205-R3,plate1,A,A5,A6,2.12936507936508,1.1733333333333331,False,2.12936507936508,1.1733333333333331,False,False,keep
260205-R3,plate1,A,A6,A7,1.1733333333333331,0.59810379241517,False,1.1733333333333331,0.59810379241517,False,False,keep
260205-R3,plate1,B,B1,B2,4.933333333333333,4.46,False,4.933333333333333,4.46,False,False,keep
260205-R3,plate1,B,B2,B3,4.46,3.4838095238095232,False,4.46,3.4838095238095232,False,False,keep
260205-R3,plate1,B,B3,B4,3.4838095238095232,2.553333333333333,False,3.4838095238095232,2.553333333333333,False,False,keep
260205-R3,plate1,B,B4,B5,2.553333333333333,1.55,False,2.553333333333333,1.55,False,False,keep
260205-R3,plate1,B,B5,B6,1.55,0.9581818181818184,False,1.55,0.9581818181818184,False,False,keep
260205-R3,plate1,B,B6,B7,0.9581818181818184,0.596883116883117,False,0.9581818181818184,0.596883116883117,False,False,keep
260205-R3,plate1,C,C1,C2,4.946666666666665,5.346666666666667,True,4.946666666666665,5.346666666666667,True,False,keep
260205-R3,plate1,C,C2,C3,5.346666666666667,3.1666666666666674,False,5.346666666666667,3.1666666666666674,False,False,keep
260205-R3,plate1,C,C3,C4,3.1666666666666674,2.128888888888889,False,3.1666666666666674,2.128888888888889,False,False,keep
260205-R3,plate1,C,C4,C5,2.128888888888889,1.849523809523809,False,2.128888888888889,1.849523809523809,False,False,keep
260205-R3,plate1,C,C5,C6,1.849523809523809,0.7877777777777777,False,1.849523809523809,0.7877777777777777,False,False,keep
260205-R3,plate1,C,C6,C7,0.7877777777777777,0.5337662337662339,False,0.7877777777777777,0.5337662337662339,False,False,keep
260205-R3,plate1,D,D1,D2,5.413333333333335,6.199999999999999,True,6.366666666666665,6.199999999999999,False,True,underestimate_to_tangent
260205-R3,plate1,D,D2,D3,6.199999999999999,5.359999999999999,False,6.199999999999999,5.359999999999999,False,False,keep
260205-R3,plate1,D,D3,D4,5.359999999999999,4.206666666666665,False,5.359999999999999,4.206666666666665,False,False,keep
260205-R3,plate1,D,D4,D5,4.206666666666665,3.553333333333333,False,4.206666666666665,3.553333333333333,False,False,keep
260205-R3,plate1,D,D5,D6,3.553333333333333,1.7000000000000002,False,3.553333333333333,1.7000000000000002,False,False,keep
260205-R3,plate1,D,D6,D7,1.7000000000000002,1.1333333333333335,False,1.7000000000000002,1.1333333333333335,False,False,keep
260205-R3,plate1,E,E1,E2,4.666666666666666,5.453333333333334,True,5.999999999999999,6.399999999999998,True,True,underestimate_to_tangent
260205-R3,plate1,E,E2,E3,5.453333333333334,4.926666666666665,False,6.399999999999998,4.926666666666665,False,True,underestimate_to_tangent
260205-R3,plate1,E,E3,E4,4.926666666666665,4.633333333333333,False,4.926666666666665,4.633333333333333,False,False,keep
260205-R3,plate1,E,E4,E5,4.633333333333333,3.18,False,4.633333333333333,3.18,False,False,keep
260205-R3,plate1,E,E5,E6,3.18,1.7447619047619043,False,3.18,1.7447619047619043,False,False,keep
260205-R3,plate1,E,E6,E7,1.7447619047619043,1.0238596491228074,False,1.7447619047619043,1.0238596491228074,False,False,keep
260205-R3,plate1,F,F1,F2,4.126666666666665,4.146666666666666,True,5.746666666666666,5.446666666666667,False,True,underestimate_to_tangent
260205-R3,plate1,F,F2,F3,4.146666666666666,4.593333333333333,True,5.446666666666667,4.593333333333333,False,True,underestimate_to_tangent
260205-R3,plate1,F,F3,F4,4.593333333333333,2.466262626262626,False,4.593333333333333,2.466262626262626,False,False,keep
260205-R3,plate1,F,F4,F5,2.466262626262626,1.4323232323232322,False,2.466262626262626,1.4323232323232322,False,False,keep
260205-R3,plate1,F,F5,F6,1.4323232323232322,0.379047619047619,False,1.4323232323232322,0.379047619047619,False,False,keep
260205-R3,plate1,F,F6,F7,0.379047619047619,0.1960317460317461,False,0.379047619047619,0.1960317460317461,False,False,keep
260205-R3,plate1,G,G1,G2,4.219999999999999,3.356190476190476,False,4.219999999999999,3.356190476190476,False,False,keep
260205-R3,plate1,G,G2,G3,3.356190476190476,1.8071428571428576,False,3.356190476190476,1.8071428571428576,False,False,keep
260205-R3,plate1,G,G3,G4,1.8071428571428576,1.0590457980515342,False,1.8071428571428576,1.0590457980515342,False,False,keep
260205-R3,plate1,G,G4,G5,1.0590457980515342,0.7115151515151511,False,1.0590457980515342,0.7115151515151511,False,False,keep
260205-R3,plate1,G,G5,G6,0.7115151515151511,0.2799999999999999,False,0.7115151515151511,0.1218367766471374,False,False,keep
260205-R3,plate1,G,G6,G7,0.2799999999999999,0.1533333333333333,False,0.1218367766471374,0.1533333333333333,True,True,overestimate_to_long
260205-R3,plate1,H,H1,H2,3.553333333333333,3.5866666666666647,True,5.22,4.533333333333332,False,True,underestimate_to_tangent
260205-R3,plate1,H,H2,H3,3.5866666666666647,3.639999999999998,True,4.533333333333332,3.639999999999998,False,True,underestimate_to_tangent
260205-R3,plate1,H,H3,H4,3.639999999999998,3.1266666666666665,False,3.639999999999998,3.1266666666666665,False,False,keep
260205-R3,plate1,H,H4,H5,3.1266666666666665,2.1657142857142846,False,3.1266666666666665,2.1657142857142846,False,False,keep
260205-R3,plate1,H,H5,H6,2.1657142857142846,0.6984126984126987,False,2.1657142857142846,0.6984126984126987,False,False,keep
260205-R3,plate1,H,H6,H7,0.6984126984126987,0.3352380952380953,False,0.6984126984126987,0.1984690537341995,False,False,keep
